item_type,item,vendor,source_table,source_ref,listing_url,image_url,local_path,status,error
part,Hi-Build Zinc Rich Epoxy Primer EC 11 two-pack set,Daraz / ICI Industrial Coatings,expenses,part_primer,https://www.daraz.pk/products/ici-industrial-coating-zinc-rich-epoxy-primer-set-zinc-rich-primer-set-ici-industrial-i556870547.html,https://pk-live-21.slatic.net/kf/Sb3943ecd4f6040c39d009641d24206143.jpg,deliverables/selling_site_images/images/expenses_hi_build_zinc_rich_epoxy_primer_ec_11_tw_2b4211f7f73b.png,downloaded,
part,Rubber grommet set,AliExpress,expenses,part_rubber_grommet_set,https://www.aliexpress.com/i/1005008318051049.html,https://ae01.alicdn.com/kf/S1b8bd4751bcb48f3bd0d71e3e77e0d96P.jpg,deliverables/selling_site_images/images/expenses_rubber_grommet_set_534287e02bf7.webp,downloaded,
part,3M Prep Solvent-70 1 gallon / wax and grease remover,Autohub,expenses,part_wax_and_grease_remover,https://autohub.pk/products/3m-prep-solvent-70-1-gallon,http://multimedia.3m.com/mws/media/82753P/3mtm-prep-solvent-70-pn-08983.jpg,deliverables/selling_site_images/images/expenses_3m_prep_solvent_70_1_gallon_wax_and_grea_06ccd44e8c5f.webp,downloaded,
part,Exhaust hangers + pedal rubbers + seal O-rings,workbook_link,pk_quality_path,row_16,https://industryparts.pk/products/o-ring-assortment-rubber-kit-382-pieces-30-sizes,https://industryparts.pk/cdn/shop/files/industryparts.pk_orignale_image-min_140x.jpg?v=1686548485,deliverables/selling_site_images/images/pk_quality_path_exhaust_hangers_pedal_rubbers_seal_o_rin_0fd01e685945.webp,downloaded,
part,15 Meter 9/15/19/25MM Heat-resistant Adhesive Cloth Fabric Tape For Automotive Cable Tape Harness Wiring Loom Electrical,chat_reference,relevant_messages,akber_khan-00456,https://s.daraz.pk/s.1JGrj,https://static-01.daraz.pk/p/7b182587392965eedcad833657132294.jpg,deliverables/selling_site_images/images/relevant_messages_15_meter_9_15_19_25mm_heat_resistant_adh_7d28c04ed027.jpg,downloaded,
part,2.8mm 2/3/4/6/9 pin Automotive 2.8 Electrical wire Connector Male Female cable terminal plug Kits Motorcycle ebike car |,chat_reference,relevant_messages,akber_khan-00459,https://s.daraz.pk/s.1JGtu,https://static-01.daraz.pk/p/c61cf2a2dcb40fc1c368e46b26bfe288.png,deliverables/selling_site_images/images/relevant_messages_2_8mm_2_3_4_6_9_pin_automotive_2_8_elect_a61d5f25c770.png,downloaded,
part,https://www.aliexpress.com/w/wholesale-21-Circuit-Wiring-Harness.html?spm=a2g0o.detail.search.0,chat_reference,relevant_messages,akber_khan-00490,https://www.aliexpress.com/w/wholesale-21-Circuit-Wiring-Harness.html?spm=a2g0o.detail.search.0,,,no_image_found,html_extract
part,= https://www.aliexpress.com/item/1005005648187594.html?spm=a2g0o.productlist.main.2.2da3WMVZWMVZay&algo_pvid=1d9ac62e-0,chat_reference,relevant_messages,akber_khan-00491,https://www.aliexpress.com/item/1005005648187594.html?spm=a2g0o.productlist.main.2.2da3WMVZWMVZay&algo_pvid=1d9ac62e-054f-4963-81a1-4cb070d2ed3f&algo_exp_id=1d9ac62e-054f-4963-81a1-4cb070d2ed3f-1&pdp_ext_f=%7B%22order%22%3A%223%22%2C%22eval%22%3A%221%22%2C%22fromPage%22%3A%22search%22%7D&pdp_npi=6%40dis%21PKR%2172615.47%2143569.91%21%21%21231.38%21138.83%21%4021010c9a17735813780056394e3fae%2112000033877562837%21sea%21PK%210%21ABX%211%210%21n_tag%3A-29910%3Bd%3A4febc4d%3Bm03_new_user%3A-29895&curPageLogUid=GvroTKlKyFtn&utparam-url=scene%3Asearch%7Cquery_from%3A%7Cx_object_id%3A1005005648187594%7C_p_origin_prod%3A,https://ae01.alicdn.com/kf/S8fd111a7e645442b93f556ce99e29c9eS.jpg,deliverables/selling_site_images/images/relevant_messages_https_www_aliexpress_com_item_1005005648_3f4ff871c281.webp,downloaded,
part,https://www.aliexpress.com/item/1005006982044511.html?spm=a2g0o.productlist.main.4.6cf9BXndBXnd6a&algo_pvid=440f523a-1c5,chat_reference,relevant_messages,akber_khan-00492,https://www.aliexpress.com/item/1005006982044511.html?spm=a2g0o.productlist.main.4.6cf9BXndBXnd6a&algo_pvid=440f523a-1c5c-4883-91bb-396bf5891e58&algo_exp_id=440f523a-1c5c-4883-91bb-396bf5891e58-3&pdp_ext_f=%7B%22order%22%3A%221%22%2C%22eval%22%3A%221%22%2C%22fromPage%22%3A%22search%22%7D&pdp_npi=6%40dis%21PKR%2140773.63%2134248.97%21%21%21129.92%21109.13%21%40213ba0c517735815208468361e2c03%2112000038931131528%21sea%21PK%210%21ABX%211%210%21n_tag%3A-29910%3Bd%3A4febc4d%3Bm03_new_user%3A-29895&curPageLogUid=1qkAa8YMfGhW&utparam-url=scene%3Asearch%7Cquery_from%3A%7Cx_object_id%3A1005006982044511%7C_p_origin_prod%3A,https://ae01.alicdn.com/kf/S862c3cf40e484c97b0440f4e249587feD.jpg,deliverables/selling_site_images/images/relevant_messages_https_www_aliexpress_com_item_1005006982_4113849a4fd7.webp,downloaded,
part,https://www.aliexpress.com/item/1005008588724254.html?spm=a2g0o.productlist.main.6.23c6FTDCFTDCV0&algo_pvid=6ce191d3-62c,chat_reference,relevant_messages,akber_khan-00494,https://www.aliexpress.com/item/1005008588724254.html?spm=a2g0o.productlist.main.6.23c6FTDCFTDCV0&algo_pvid=6ce191d3-62c0-4729-8c7e-fe8888a769c8&algo_exp_id=6ce191d3-62c0-4729-8c7e-fe8888a769c8-5&pdp_ext_f=%7B%22order%22%3A%2210%22%2C%22eval%22%3A%221%22%2C%22fromPage%22%3A%22search%22%7D&pdp_npi=6%40dis%21PKR%2137346.53%2128009.90%21%21%21119.00%2189.25%21%402101246417735816012858256e0bf7%2112000045853258888%21sea%21PK%210%21ABX%211%210%21n_tag%3A-29910%3Bd%3A4febc4d%3Bm03_new_user%3A-29895&curPageLogUid=KZlXM31pXvUn&utparam-url=scene%3Asearch%7Cquery_from%3A%7Cx_object_id%3A1005008588724254%7C_p_origin_prod%3A,https://ae01.alicdn.com/kf/S225a97ec2bee45718d76cebc479289b9K.jpg,deliverables/selling_site_images/images/relevant_messages_https_www_aliexpress_com_item_1005008588_aa845c023361.webp,downloaded,
part,https://www.aliexpress.com/item/1005005648187594.html?spm=a2g0o.productlist.main.4.4f53QpbnQpbnMr&algo_pvid=33ffc506-d48,chat_reference,relevant_messages,akber_khan-00495,https://www.aliexpress.com/item/1005005648187594.html?spm=a2g0o.productlist.main.4.4f53QpbnQpbnMr&algo_pvid=33ffc506-d482-417b-b87f-6a6cadb9e6dd&algo_exp_id=33ffc506-d482-417b-b87f-6a6cadb9e6dd-3&pdp_ext_f=%7B%22order%22%3A%223%22%2C%22eval%22%3A%221%22%2C%22fromPage%22%3A%22search%22%7D&pdp_npi=6%40dis%21PKR%2172615.47%2143569.91%21%21%21231.38%21138.83%21%402101529317735816973923012e45e3%2112000033877562837%21sea%21PK%210%21ABX%211%210%21n_tag%3A-29910%3Bd%3A4febc4d%3Bm03_new_user%3A-29895&curPageLogUid=F96spRL67Cpt&utparam-url=scene%3Asearch%7Cquery_from%3A%7Cx_object_id%3A1005005648187594%7C_p_origin_prod%3A,https://ae01.alicdn.com/kf/S8fd111a7e645442b93f556ce99e29c9eS.jpg,deliverables/selling_site_images/images/relevant_messages_https_www_aliexpress_com_item_1005005648_3f4ff871c281.webp,reused_cached_image,
part,blue_sea_5035,local_capture,repo_local_capture,blue_sea_5035.jpg,,,deliverables/selling_site_images/images/blue_sea_5035.jpg,copied_local,
part,blue_sea_5035_contact,local_capture,repo_local_capture,blue_sea_5035_contact.jpg,,,deliverables/selling_site_images/images/blue_sea_5035_contact.jpg,copied_local,
part,blue_sea_5035_og,local_capture,repo_local_capture,blue_sea_5035_og.jpg,,,deliverables/selling_site_images/images/blue_sea_5035_og.jpg,copied_local,
part,blue_sea_5035_photo,local_capture,repo_local_capture,blue_sea_5035_photo.jpg,,,deliverables/selling_site_images/images/blue_sea_5035_photo.jpg,copied_local,
part,bluesea_5035_official,local_capture,repo_local_capture,bluesea_5035_official.jpg,,,deliverables/selling_site_images/images/bluesea_5035_official.jpg,copied_local,
part,bluesea_5035_official2,local_capture,repo_local_capture,bluesea_5035_official2.jpg,,,deliverables/selling_site_images/images/bluesea_5035_official2.jpg,copied_local,
part,daraz_6way_contact,local_capture,repo_local_capture,daraz_6way_contact.jpg,,,deliverables/selling_site_images/images/daraz_6way_contact.jpg,copied_local,
part,ebay_cover_photo,local_capture,repo_local_capture,ebay_cover_photo.jpg,,,deliverables/selling_site_images/images/ebay_cover_photo.jpg,copied_local,
part,junction_block,local_capture,repo_local_capture,junction_block.png,,,deliverables/selling_site_images/images/junction_block.png,copied_local,
part,junction_block_cover,local_capture,repo_local_capture,junction_block_cover.png,,,deliverables/selling_site_images/images/junction_block_cover.png,copied_local,
part,Screenshot_20260313_054936_PakWheels,local_capture,repo_local_capture,photos/Screenshot_20260313_054936_PakWheels.jpg,,,deliverables/selling_site_images/images/Screenshot_20260313_054936_PakWheels.jpg,copied_local,
part,Reservoir hoses / caps / seals,workbook_link,rubbers_all_replace_links,row_15,https://industryparts.pk/products/o-ring-assortment-rubber-kit-382-pieces-30-sizes,https://industryparts.pk/cdn/shop/files/industryparts.pk_orignale_image-min_140x.jpg?v=1686548485,deliverables/selling_site_images/images/pk_quality_path_exhaust_hangers_pedal_rubbers_seal_o_rin_0fd01e685945.webp,downloaded,
part,A/C barrier hoses + drain hoses + O-rings,workbook_link,rubbers_all_replace_links,row_21,https://industryparts.pk/products/o-ring-assortment-rubber-kit-382-pieces-30-sizes,https://industryparts.pk/cdn/shop/files/industryparts.pk_orignale_image-min_140x.jpg?v=1686548485,deliverables/selling_site_images/images/pk_quality_path_exhaust_hangers_pedal_rubbers_seal_o_rin_0fd01e685945.webp,downloaded,
part,Reservoir hoses / caps / seals,workbook_link,rubbers_exact_online,row_15,https://industryparts.pk/products/o-ring-assortment-rubber-kit-382-pieces-30-sizes,https://industryparts.pk/cdn/shop/files/industryparts.pk_orignale_image-min_140x.jpg?v=1686548485,deliverables/selling_site_images/images/pk_quality_path_exhaust_hangers_pedal_rubbers_seal_o_rin_0fd01e685945.webp,downloaded,
part,A/C barrier hoses + drain hoses + O-rings,workbook_link,rubbers_exact_online,row_21,https://industryparts.pk/products/o-ring-assortment-rubber-kit-382-pieces-30-sizes,https://industryparts.pk/cdn/shop/files/industryparts.pk_orignale_image-min_140x.jpg?v=1686548485,deliverables/selling_site_images/images/pk_quality_path_exhaust_hangers_pedal_rubbers_seal_o_rin_0fd01e685945.webp,downloaded,
part,Body weatherstrip master set,workbook_link,rubbers_kit_buy,row_10,https://jtoutfitters.com/products/weatherstripping-kit-for-toyota-land-cruiser-fj40-75-84-front-ambulance-doors,https://aliorders.fireapps.io/images/backend/ailorder-shortcut.png,deliverables/selling_site_images/images/rubbers_kit_buy_body_weatherstrip_master_set_0f2551820430.png,downloaded,
part,Body weatherstrip master set,workbook_link,rubbers_kit_buy,row_10,https://www.cityracerllc.com/products/sliding-window-weatherstrip-kit-for-land-cruiser-fj40-lx-and-fj45-troopy,http://www.cityracerllc.com/cdn/shop/products/Sliding_Window2_grande.jpg?v=1572329559,deliverables/selling_site_images/images/rubbers_kit_buy_body_weatherstrip_master_set_f504fdf451d7.webp,downloaded,
part,Body mount complete kit + shims,workbook_link,rubbers_kit_buy,row_2,https://cruisercorps.com/products/body-mount-set-fj40,http://cruisercorps.com/cdn/shop/products/d56006a4d6a9e81f4194c25be7f095dc_600x.jpg?v=1571719766,deliverables/selling_site_images/images/rubbers_kit_buy_body_mount_complete_kit_shims_23aefce44415.webp,downloaded,
part,Body mount complete kit + shims,workbook_link,rubbers_kit_buy,row_2,https://btbprod.com/product/body-mount-kit-fj40-1958-78-replacement-w-hardware/,,,resolve_failed,HTTP Error 403: Forbidden
part,Firewall/column/wiper grommet kit,workbook_link,rubbers_kit_buy,row_3,https://www.cityracerllc.com/products/wiper-motor-harness-grommet-for-75-to-84-land-cruiser-fj40-fj45,http://www.cityracerllc.com/cdn/shop/products/IMG_1845_grande.jpg?v=1545850957,deliverables/selling_site_images/images/rubbers_kit_buy_firewall_column_wiper_grommet_kit_b9e92f83238d.webp,downloaded,
part,Powertrain mount kit (engine + trans/transfer),workbook_link,rubbers_kit_buy,row_4,https://cruisercorps.com/products/mounts-transmission-transfer-case,http://cruisercorps.com/cdn/shop/products/d0c92d4e7e235099895537e43037fb38_600x.jpg?v=1571719742,deliverables/selling_site_images/images/rubbers_kit_buy_powertrain_mount_kit_engine_trans_transf_8e89a8a1fc36.webp,downloaded,
part,Brake flex hose kit (+ clutch hose if worn),workbook_link,rubbers_kit_buy,row_7,https://www.cityracerllc.com/products/set-of-oem-front-brake-hoses-for-69-to-80-toyota-land-cruiser-fj40-bj40-fj55,http://www.cityracerllc.com/cdn/shop/products/IMG_5326_grande.JPG?v=1505512931,deliverables/selling_site_images/images/rubbers_kit_buy_brake_flex_hose_kit_clutch_hose_if_worn_c6643cae7b6a.webp,downloaded,
part,Fuel hose + clamps + tank rubber service kit,workbook_link,rubbers_kit_buy,row_8,https://www.coolcruisers.com/hosekit.html,https://s.turbifycdn.com/aah/coolfj40/home-829.jpg,deliverables/selling_site_images/images/rubbers_kit_buy_fuel_hose_clamps_tank_rubber_service_kit_dd9af8dc7c40.png,downloaded,
part,Cooling/heater/reservoir hose kit,workbook_link,rubbers_kit_buy,row_9,https://redlinelandcruisers.com/product/toyota-2f-radiator-hose-clamp-kit-fj40-1976-1980-land-cruiser/,,,resolve_failed,HTTP Error 418:
part,Internal compact covered blade fuse box (OEM-style) x3,,workbook_parts,row_168,https://www.daraz.pk/products/6-ways-12-24v-automotive-circuit-blade-fuse-box-for-car-truck-vehicle-i486699111.html,https://static-01.daraz.pk/p/cf9a1ac6140681902c32e131ab3702b1.jpg,deliverables/selling_site_images/images/workbook_parts_internal_compact_covered_blade_fuse_box__bbf7b3432af3.jpg,downloaded,
part,Internal compact covered blade fuse box (OEM-style) x3,,workbook_parts,row_168,https://www.ubuy.com.pk/en/product/36PF6CC-electop-6-way-fuse-block-blade-fuse-box-with-negative-bus-6-circuit-fuse-holder-fuse-block-w-negativ,https://m.media-amazon.com/images/I/51h8373De2L._SS400_.jpg,deliverables/selling_site_images/images/workbook_parts_internal_compact_covered_blade_fuse_box__ea790764fd32.jpg,downloaded,
part,"Schneider Harmony 22mm 2-position maintained selector switch (1NO, black) x 4",purchaser.com.pk | https://purchaser.com.pk/schneider-harmony-22mm-push-button-2-position-selector-switch-black-maintained-1-no-600-v/,workbook_parts,row_36,https://purchaser.com.pk/schneider-harmony-22mm-push-button-2-position-selector-switch-black-maintained-1-no-600-v/,https://purchaser.com.pk/images/detailed/16/XB4BD21.JPG,deliverables/selling_site_images/images/workbook_parts_schneider_harmony_22mm_2_position_mainta_0123d6a98464.jpg,downloaded,
part,"Schneider Harmony XB4 22mm 3-position maintained selector switch (2NO, long handle) x 3",purchaser.com.pk | https://purchaser.com.pk/schneider-selector-switch-harmony-xb4-metal-black-22mm-long-handle-3positions-stay-put-2no/,workbook_parts,row_37,https://purchaser.com.pk/schneider-selector-switch-harmony-xb4-metal-black-22mm-long-handle-3positions-stay-put-2no/,https://purchaser.com.pk/images/detailed/16/XB4BJ33.JPG,deliverables/selling_site_images/images/workbook_parts_schneider_harmony_xb4_22mm_3_position_ma_e14ab3eaaf7e.jpg,downloaded,
part,Dashboard fascia / auxiliary switch panel (if OEM holes are insufficient),Local sheet-metal/fabrication shop,workbook_parts,row_38,https://www.crescentelectric.com/product/609291/selector-switch-harmony-xb4-black-22mm-2-position-stay-put-1-no,https://www.crescentelectric.com/globalassets/catalogs/crescentelectric.com/8/8d2/8d2f7/8d2f7471-02d8-496d-a295-354b84db82/8d2f7471-02d8-496d-a295-354b84db82ba/sqd-xb4as1-1.jpg?width=542&height=542&rmode=Pad&bgcolor=fff,deliverables/selling_site_images/images/workbook_parts_dashboard_fascia_auxiliary_switch_panel__a8e361b962f9.jpg,downloaded,
part,Ignition lock security fix (new barrel + matched keys OR full locksmith re-key),Local locksmith + lockset supplier,workbook_parts,row_39,https://www.crescentelectric.com/product/60230/selector-switch-harmony-xb4-metal-black-22mm-long-handle-3positions-stay-put-2no,https://www.crescentelectric.com/globalassets/catalogs/crescentelectric.com/c/c89/c895e/c895eb5f-ec49-4ef4-a471-285c6e90da665/c895eb5f-ec49-4ef4-a471-285c6e90da66532/sqd-xb4bj33-5.jpg?width=140&height=140&rmode=Pad&bgcolor=fff,deliverables/selling_site_images/images/workbook_parts_ignition_lock_security_fix_new_barrel_ma_0c2b25595c0a.jpg,downloaded,
part,Insulated Thimbles Male lug 4mm Yellow in Pakistan × 1,,workbook_parts,row_64,https://fiaz.com.pk/wp-content/uploads/2024/12/i-y.jpeg.webp,https://fiaz.com.pk/wp-content/uploads/2024/12/i-y.jpeg.webp,deliverables/selling_site_images/images/workbook_parts_insulated_thimbles_male_lug_4mm_yellow_i_09e3646c4492.webp,downloaded,
part,O-type Blue Insulated Thimble/ Cable Lug 2.5mm × 1,fiaz.com.pk,workbook_parts,row_65,https://fiaz.com.pk/wp-content/uploads/2024/12/ob.jpeg,https://fiaz.com.pk/wp-content/uploads/2024/12/ob.jpeg,deliverables/selling_site_images/images/workbook_parts_o_type_blue_insulated_thimble_cable_lug__263a833854ad.jpg,downloaded,
part,Insulated Thimbles Male lug 2.5mm Blue in Pakistan × 1,fiaz.com.pk,workbook_parts,row_66,https://fiaz.com.pk/wp-content/uploads/2024/12/i-b.jpeg,https://fiaz.com.pk/wp-content/uploads/2024/12/i-b.jpeg,deliverables/selling_site_images/images/workbook_parts_insulated_thimbles_male_lug_2_5mm_blue_i_2061e3b50202.jpg,downloaded,
part,Insulated Thimbles female lug 2.5mm Blue in Pakistan × 1,fiaz.com.pk,workbook_parts,row_67,https://fiaz.com.pk/wp-content/uploads/2022/08/Insulated-Thimbles-female-lug.jpg,https://fiaz.com.pk/wp-content/uploads/2022/08/Insulated-Thimbles-female-lug.jpg,deliverables/selling_site_images/images/workbook_parts_insulated_thimbles_female_lug_2_5mm_blue_cf8ac519814a.jpg,downloaded,
part,O-type Yellow Insulated Thimble/ Cable Lug 4mm (6mm hole) × 1,fiaz.com.pk,workbook_parts,row_68,https://fiaz.com.pk/wp-content/uploads/2024/12/oc.jpeg,https://fiaz.com.pk/wp-content/uploads/2024/12/oc.jpeg,deliverables/selling_site_images/images/workbook_parts_o_type_yellow_insulated_thimble_cable_lu_b2648b58083c.jpg,downloaded,
tool,"Engine/detailing brush bundle - tire sidewall brush, large detailing brush, 5 pc detailing brush set",Autohub,expenses,tool_autohub_engine_detailing_brush_bundle_62191,https://cdn.shopify.com/s/files/1/0424/5433/products/7691c2b9ca8b7d66b6c449e414abf235_medium.jpg?v=1574452742,https://cdn.shopify.com/s/files/1/0424/5433/products/7691c2b9ca8b7d66b6c449e414abf235_medium.jpg?v=1574452742,deliverables/selling_site_images/images/expenses_engine_detailing_brush_bundle_tire_sidew_db7768fbe729.webp,downloaded,
tool,"Engine/detailing brush bundle - tire sidewall brush, large detailing brush, 5 pc detailing brush set",Autohub,expenses,tool_autohub_engine_detailing_brush_bundle_62191,https://cdn.shopify.com/s/files/1/0424/5433/products/Detailing_Brush_313_medium.jpg?v=1579554135,https://cdn.shopify.com/s/files/1/0424/5433/products/Detailing_Brush_313_medium.jpg?v=1579554135,deliverables/selling_site_images/images/expenses_engine_detailing_brush_bundle_tire_sidew_01ca633fe2cd.webp,downloaded,
tool,"Engine/detailing brush bundle - tire sidewall brush, large detailing brush, 5 pc detailing brush set",Autohub,expenses,tool_autohub_engine_detailing_brush_bundle_62191,https://cdn.shopify.com/s/files/1/0424/5433/products/images_41_medium.jpg?v=1628100978,https://cdn.shopify.com/s/files/1/0424/5433/products/images_41_medium.jpg?v=1628100978,deliverables/selling_site_images/images/expenses_engine_detailing_brush_bundle_tire_sidew_7eac77de7f97.webp,downloaded,
tool,75mm 3 inch steel knotted cup rotary wire brush for angle grinder x2,Daraz / Al Rehman Mart (Lahore),expenses,tool_daraz_75mm_knotted_cup_wire_brush_x2,https://static-01.daraz.pk/p/850e2884182b055b50caab1236d83335.jpg,https://static-01.daraz.pk/p/850e2884182b055b50caab1236d83335.jpg,deliverables/selling_site_images/images/expenses_75mm_3_inch_steel_knotted_cup_rotary_wir_1d4496b4ccff.jpg,downloaded,
tool,"3 pc mini wire brush set - brass, nylon, stainless steel bristles x2",Daraz / Bunyad Collection (Karachi),expenses,tool_daraz_mini_wire_brush_set_x2,https://www.daraz.pk/products/i192752152-s1385484991.html?urlFlag=true&mp=1,https://static-01.daraz.pk/p/95852a2f111310f28a07fca1c54fe1e8.jpg,deliverables/selling_site_images/images/expenses_3_pc_mini_wire_brush_set_brass_nylon_sta_88fb465a263c.jpg,downloaded,
tool,Safety goggles / protective glasses for grinding and cleaning,Daraz / Reliable_Shop,expenses,tool_daraz_safety_goggles_cleanup,https://www.daraz.pk/products/i649346371-s3029400460.html?urlFlag=true&mp=1,https://static-01.daraz.pk/p/6988bc488aa6f8214912cc5a51ec3f92.png,deliverables/selling_site_images/images/expenses_safety_goggles_protective_glasses_for_gr_86f8e342e355.png,downloaded,
tool,Harden 3Ton Hydraulic Trolley Jack 730213,Toolsmart.pk,expenses,tool_harden_3ton_trolley_jack_730213,https://www.toolsmart.pk/products/harden-3ton-hydraulic-trolley-jack-730213,http://www.toolsmart.pk/cdn/shop/files/images_9e4d235e-59e1-4a48-b776-36c68bddae3f.jpg?v=1759321292,deliverables/selling_site_images/images/expenses_harden_3ton_hydraulic_trolley_jack_73021_2b3d61b17144.jpg,downloaded,
tool,Harden 50LB Magnetic Welding Holder 765050,Toolsmart.pk,expenses,tool_harden_50lb_magnetic_welding_holder_765050,https://www.toolsmart.pk/products/harden-50lb-magnetic-welding-holder-765050,http://www.toolsmart.pk/cdn/shop/files/765050.avif?v=1759317690,deliverables/selling_site_images/images/expenses_harden_50lb_magnetic_welding_holder_7650_bdc4cf32ea58.webp,downloaded,
tool,Harden Cup Wire Brush With NutSize100mm x M14x2.0,Toolsmart.pk,expenses,tool_harden_cup_wire_brush_100mm_m14,https://www.toolsmart.pk/products/harden-cup-wire-brush-with-nutsize100mm-x-m14x2-0,https://www.toolsmart.pk/cdn/shop/products/611503.jpg?v=1714544620&width=620,deliverables/selling_site_images/images/expenses_harden_cup_wire_brush_with_nutsize100mm__3a8ab7f53262.webp,downloaded,
