entry_id,workstream,item,prior_decision,product_link,sourcing_mode,timing_window,pass2_decision,budget_mode,basket_id,supplier_hint,rationale
part_hvac_hidden_evaporator_blower_unit_20260514,ac_hvac_retrofit,Hidden compact evaporator core/case and outlet plenum for custom blower fitment,track_ordered_delivery,,mixed_local_or_online,in_flight_now,track_in_flight_order,delivery_tracking,basket_in_flight_tracking,"Already ordered; track delivery, receipt condition, and quantity/spec match before use.",Already ordered; do not rebuy.
part_body_mount_hardware_kit,body_chassis,Body mount hardware kit bolts sleeves washers,capture_body_hardware_samples_then_order,,local_fastener_hardware,body_hardware_sample_sort,capture_body_hardware_samples_then_order,local_body_hardware_release_hold,basket_body_fastener_hardware,"Use Bilal Ganj/body hardware, rubber trim, fastener, or machine-shop suppliers after old samples are sorted and measured.","Sort and measure old samples, then buy or fabricate only the body hardware not covered by Millat stock."
part_body_mount_shim_pack,body_chassis,Body mount shim and spacer pack,capture_body_hardware_samples_then_order,,local_fastener_hardware,body_hardware_sample_sort,capture_body_hardware_samples_then_order,local_body_hardware_release_hold,basket_body_fastener_hardware,"Use Bilal Ganj/body hardware, rubber trim, fastener, or machine-shop suppliers after old samples are sorted and measured.","Sort and measure old samples, then buy or fabricate only the body hardware not covered by Millat stock."
part_body_shoulder_pins_sleeves_spacers,body_chassis,Body shoulder bolts pivot pins sleeves and stand-off spacers - sample matched,capture_body_hardware_samples_then_order,,local_fastener_hardware,body_hardware_sample_sort,capture_body_hardware_samples_then_order,local_body_hardware_release_hold,basket_body_fastener_hardware,"Use Bilal Ganj/body hardware, rubber trim, fastener, or machine-shop suppliers after old samples are sorted and measured.","Sort and measure old samples, then buy or fabricate only the body hardware not covered by Millat stock."
part_body_specialty_brackets_retainer_plates,body_chassis,Body specialty bracket and retainer plate repair/replacement pack,capture_body_hardware_samples_then_order,,local_fastener_hardware,body_hardware_sample_sort,capture_body_hardware_samples_then_order,local_body_hardware_release_hold,basket_body_fastener_hardware,"Use Bilal Ganj/body hardware, rubber trim, fastener, or machine-shop suppliers after old samples are sorted and measured.","Sort and measure old samples, then buy or fabricate only the body hardware not covered by Millat stock."
part_body_retaining_clips_cotter_pin_pack,body_chassis,Body retaining clip pack - R-clips hairpins split pins circlips and small cotters,confirm_price_then_buy,,local_fastener_hardware,body_fastener_topup,buy_body_fastener_hardware_from_samples,local_fastener_buy,basket_body_fastener_hardware,Use local fastener/body hardware suppliers; match old samples and buy plated or stainless replacements.,Buy exact plated body fastener/captive hardware from old samples; do not duplicate Millat-covered metric stock.
part_fastener_kit_c_captive_clip_nuts,body_chassis,Fastener Kit C remaining: Captive/clip/speed nut and weld-nut assortment - M6/M8,confirm_price_then_buy,,local_fastener_hardware,body_fastener_topup,buy_body_fastener_hardware_from_samples,local_fastener_buy,basket_body_fastener_hardware,Use local fastener/body hardware suppliers; match old samples and buy plated or stainless replacements.,Buy exact plated body fastener/captive hardware from old samples; do not duplicate Millat-covered metric stock.
part_body_rubber_plastic_bumpers_isolators,body_chassis,Body rubber/plastic bumpers isolators knobs and small spacers,review,,local_fastener_hardware,body_hardware_sample_sort,capture_body_hardware_samples_then_order,local_body_hardware_release_hold,basket_body_fastener_hardware,"Use Bilal Ganj/body hardware, rubber trim, fastener, or machine-shop suppliers after old samples are sorted and measured.","Sort and measure old samples, then buy or fabricate only the body hardware not covered by Millat stock."
part_rear_brake_shoes_correct_k2221_20260722,brake_system,Correct rear brake shoe axle set - MK Yellow K-2221-N/Y / Toyota 04494-60010 or 04494-60011,buy_now,https://gariparts.com/products/k-2221-n-y,local_toyota_common,review,buy_now,review,basket_review,Use local Toyota/common parts markets; buy as one batch after inspection.,No pass-2 override rule matched.
part_rear_center_brake_flex_hose,brake_system,Rear center frame-to-axle brake flex hose - local/catalog first using 553-103 reference,buy_now,,local_toyota_common,review,buy_now,review,basket_review,Use local Toyota/common parts markets; buy as one batch after inspection.,No pass-2 override rule matched.
part_clutch_flex_hose_assembly_20260514,brake_system,Clutch hydraulic flex hose assembly - complete crimped hose by sample,capture_spec_then_buy,,local_toyota_common,merged_suspension_brake_window,capture_brake_specs_then_order,brake_baseline_release_hold,basket_merged_brake_suspension_window,Use a brake/Toyota parts shop or the workshop's brake supplier after physical sample and fitting confirmation.,"Brake item is approved baseline scope, but exact purchase waits for fitted hardware, old samples, and full-droop clearance capture."
part_clutch_hard_line_fittings_20260514,brake_system,Clutch hard-line fitting set and route release - 4.75 mm hydraulic line,capture_spec_then_buy,,local_toyota_common,merged_suspension_brake_window,capture_brake_specs_then_order,brake_baseline_release_hold,basket_merged_brake_suspension_window,Use a brake/Toyota parts shop or the workshop's brake supplier after physical sample and fitting confirmation.,"Brake item is approved baseline scope, but exact purchase waits for fitted hardware, old samples, and full-droop clearance capture."
part_front_brake_hose_pair,brake_system,Front flexible brake hose pair - visible bracket and short hard-line route,capture_spec_then_buy,,local_toyota_common,runner_spec_controlled,runner_spec_controlled,no_payment_without_spec_release,basket_runner_spec_controlled,Runner task: collect quote/photos now; pay only for an exact written-spec or mechanic-labelled-sample match.,"Office/runner can buy only against a written spec, mechanic-labelled sample, or explicit mechanic/user approval; otherwise collect prices/photos only."
part_front_caliper_rebuild_or_replace_pair,brake_system,Front Sumitomo fixed-caliper replacement or professional rebuild pair,capture_spec_then_buy,,local_toyota_common,runner_spec_controlled,runner_spec_controlled,no_payment_without_spec_release,basket_runner_spec_controlled,Runner task: collect quote/photos now; pay only for an exact written-spec or mechanic-labelled-sample match.,"Office/runner can buy only against a written spec, mechanic-labelled sample, or explicit mechanic/user approval; otherwise collect prices/photos only."
part_front_disc_pad_axle_set_sumitomo_20260530,brake_system,Front disc brake pad axle set - Sumitomo fixed-caliper reference 04491-60010/04465-35170,capture_spec_then_buy,https://btbprod.com/product/fj40-fj45-fj55-fj60-fj62-performance-front-disc-brake-pad-04491-60010-set-1970-1971-1972-1973-1974-1975-1976-1977-1978-1979-1980-1981-1982-1983-1984-1985-1986-1987-1988-1989-1990/,local_toyota_common,runner_spec_controlled,runner_spec_controlled,no_payment_without_spec_release,basket_runner_spec_controlled,Runner task: collect quote/photos now; pay only for an exact written-spec or mechanic-labelled-sample match.,"Office/runner can buy only against a written spec, mechanic-labelled sample, or explicit mechanic/user approval; otherwise collect prices/photos only."
part_front_disc_pad_pin_hardware_kit_sumitomo_20260530,brake_system,Front brake pad retaining hardware kit - 4 pins 2 anti-rattle springs 2 clips,capture_spec_then_buy,https://cruiserteq.com/front-caliper-hardware-kit-fits-9-1975-1-1990-4x-5x-6x-7x-with-factory-front-disc-brakes-br06158k/,local_toyota_common,runner_spec_controlled,runner_spec_controlled,no_payment_without_spec_release,basket_runner_spec_controlled,Runner task: collect quote/photos now; pay only for an exact written-spec or mechanic-labelled-sample match.,"Office/runner can buy only against a written spec, mechanic-labelled sample, or explicit mechanic/user approval; otherwise collect prices/photos only."
part_rear_axle_hard_brake_lines,brake_system,Rear axle brake hard-line pair - 4.75 mm / 3/16 in tube with fittings by flare/thread,capture_spec_then_buy,,local_toyota_common,merged_suspension_brake_window,capture_brake_specs_then_order,brake_baseline_release_hold,basket_merged_brake_suspension_window,Use a brake/Toyota parts shop or the workshop's brake supplier after physical sample and fitting confirmation.,"Brake item is approved baseline scope, but exact purchase waits for fitted hardware, old samples, and full-droop clearance capture."
part_brake_clutch_475_hard_line_stock_full_vehicle_20260514,brake_system,Brake/clutch hard-line tube stock candidate - Altivox 3/16 in 25 ft kit with 28 fittings,confirm_order_state,,local_toyota_common,in_flight_now,confirm_procured_receipt,receipt_quality_check,basket_in_flight_tracking,"Procured/received-candidate item; check receipt, quantity, condition, and fit/spec before use.","Procured or received-candidate item; verify receipt, quantity, and spec/fit before using or closing the row."
part_brake_clutch_line_support_clamps_full_vehicle_20260514,brake_system,"Full vehicle brake/clutch line support pack - P-clips, clamp-on axle supports, edge protection",confirm_order_state,,local_toyota_common,in_flight_now,confirm_procured_receipt,receipt_quality_check,basket_in_flight_tracking,"Procured/received-candidate item; check receipt, quantity, condition, and fit/spec before use.","Procured or received-candidate item; verify receipt, quantity, and spec/fit before using or closing the row."
part_brake_flex_hose_retaining_clip_pack_20260514,brake_system,Brake flex-hose retaining U-clips and bracket hardware pack,confirm_order_state,,local_toyota_common,in_flight_now,confirm_procured_receipt,receipt_quality_check,basket_in_flight_tracking,"Procured/received-candidate item; check receipt, quantity, condition, and fit/spec before use.","Procured or received-candidate item; verify receipt, quantity, and spec/fit before using or closing the row."
part_brake_hydraulic_tees_unions_splitters_20260514,brake_system,Brake hydraulic splitter T-union and inline union replacement set,confirm_order_state,,local_toyota_common,in_flight_now,confirm_procured_receipt,receipt_quality_check,basket_in_flight_tracking,"Procured/received-candidate item; check receipt, quantity, condition, and fit/spec before use.","Procured or received-candidate item; verify receipt, quantity, and spec/fit before using or closing the row."
part_rear_brake_line_cable_clips,brake_system,Rear line/cable support pack - brake-line clips cable retainers and rubber-lined P-clips,confirm_order_state,,local_toyota_common,in_flight_now,confirm_procured_receipt,receipt_quality_check,basket_in_flight_tracking,"Procured/received-candidate item; check receipt, quantity, condition, and fit/spec before use.","Procured or received-candidate item; verify receipt, quantity, and spec/fit before using or closing the row."
part_rear_drum_spring_hold_down_hardware_20260527,brake_system,Rear drum hardware kit - Centric 116971-05110530 1960-1980 Toyota Land Cruiser,confirm_order_state,,local_toyota_common,in_flight_now,confirm_procured_receipt,receipt_quality_check,basket_in_flight_tracking,"Procured/received-candidate item; check receipt, quantity, condition, and fit/spec before use.","Procured or received-candidate item; verify receipt, quantity, and spec/fit before using or closing the row."
part_front_rotor_service_pair,brake_system,Front rotor replacement pair - measure old rotors for exact match,inspect_confirm_then_buy_standard,,local_toyota_common,runner_spec_controlled,runner_spec_controlled,no_payment_without_spec_release,basket_runner_spec_controlled,Runner task: collect quote/photos now; pay only for an exact written-spec or mechanic-labelled-sample match.,"Office/runner can buy only against a written spec, mechanic-labelled sample, or explicit mechanic/user approval; otherwise collect prices/photos only."
part_brake_clutch_hard_line_fittings_20260514,brake_system,Brake/clutch hard-line flare nuts and fitting assortment - match old threads and seats,review,,local_toyota_common,review,review,review,basket_review,Use local Toyota/common parts markets; buy as one batch after inspection.,No pass-2 override rule matched.
part_clutch_master_slave_cylinders_20260514,brake_system,Clutch master cylinder candidates - Trupart FM-1246 x2; slave cylinder still inspect,review,,local_toyota_common,review,review,review,basket_review,Use local Toyota/common parts markets; buy as one batch after inspection.,No pass-2 override rule matched.
part_rear_brake_shoes_hardware,brake_system,Rear brake shoes/friction set - PakWheels K-2255-N/Y received but wrong width for project rear brakes; spring hardware separate,review,,local_toyota_common,review,review,review,basket_review,Use local Toyota/common parts markets; buy as one batch after inspection.,No pass-2 override rule matched.
part_rear_parking_brake_attachment_hardware_20260527,brake_system,Rear parking-brake wheel-end attachment hardware and spring set - clevis/equalizer/return springs/clips,review,,local_toyota_common,review,review,review,basket_review,Use local Toyota/common parts markets; buy as one batch after inspection.,No pass-2 override rule matched.
part_brake_master_reservoir_refresh,brake_system,Brake master cylinder candidate order - ULTIMA UFM-1041 x1; reservoir/proportioning still inspect,track_ordered_delivery,,local_toyota_common,in_flight_now,track_in_flight_order,delivery_tracking,basket_in_flight_tracking,"Already ordered; track delivery, receipt condition, and quantity/spec match before use.",Already ordered; do not rebuy.
part_toolsmart_vmd_brake_clutch_cleaner_400ml_tm26231_20260704,brake_system,VMD Brake and Clutch Cleaner 400ML - qty 1,track_ordered_delivery,,local_hardware_common,in_flight_now,track_in_flight_order,delivery_tracking,basket_in_flight_tracking,"Already ordered; track delivery, receipt condition, and quantity/spec match before use.",Already ordered; do not rebuy.
part_raptor_hardener_1l_amir_20260528,chassis_fixing,Raptor hardener / activator - 1 L,confirm_order_state,,mixed_local_or_online,in_flight_now,confirm_procured_receipt,receipt_quality_check,basket_in_flight_tracking,"Procured/received-candidate item; check receipt, quantity, condition, and fit/spec before use.","Procured or received-candidate item; verify receipt, quantity, and spec/fit before using or closing the row."
part_brighto_extreme_paint_remover_3l_second_order_20260618,chassis_fixing,Brighto Extreme Paint Remover - 3 L second order,track_ordered_delivery,,mixed_local_or_online,in_flight_now,track_in_flight_order,delivery_tracking,basket_in_flight_tracking,"Already ordered; track delivery, receipt condition, and quantity/spec match before use.",Already ordered; do not rebuy.
part_star_washers,electrical_reset,"Star / lock washer pack - M6 x120, M8 x60, M10 x30",confirm_order_state,,local_electrical_common,in_flight_now,confirm_procured_receipt,receipt_quality_check,basket_in_flight_tracking,"Procured/received-candidate item; check receipt, quantity, condition, and fit/spec before use.","Procured or received-candidate item; verify receipt, quantity, and spec/fit before using or closing the row."
part_cabin_compact_fuse_boxes,electrical_reset,Compact cabin fuse protection - reuse 12-way plus buy one compact OEM add-on,confirm_price_then_buy,,local_electrical_common,electrical_closeout,buy_compact_cabin_fuse_boxes,baseline_electrical_buy,basket_compact_cabin_fuse_boxes,Use local electrical markets; require compact covered ATO/ATC blade-fuse boxes with secure lids.,"Cabin fuse protection is not ordered stock; provide 3 isolated under-dash input groups with 6 fuses each: constant battery, IGN/RUN, and ACC/part-way. A single OEM box is acceptable if the buses are isolated and mapped."
part_power_steering_upgrade,eps_vitz_upgrade,Complete identified RHD J80 hydraulic steering set plus verified Toyota 2H pump-drive package,research_compare_then_select,,mixed_local_or_online,component_first_gate,quote_and_identify_complete_set,researching,basket_steering,Quote exact matched J80 box/pitman/input parts and compatible 2H pump package only; do not release fabrication.,Inspect or rebuild and physically trial-fit steering plus battery/turbo envelopes before chassis work or final hoses.
part_fabrication_raw_epdm_sheet_small_isolators_20260513,fabrication_handoff,3-5 mm EPDM/SBR sheet for radiator isolator and small anti-chafe pads,review,,mixed_local_or_online,review,review,review,basket_review,"Prefer local sourcing first, then online if unavailable.",No pass-2 override rule matched.
part_fabrication_raw_mild_steel_plate_4mm_20260513,fabrication_handoff,4.0 mm mild-steel plate plus structural 90-degree angle/L-section stock for compact battery saddle/upright/offset bars and radiator post,review,,mixed_local_or_online,review,review,review,basket_review,"Prefer local sourcing first, then online if unavailable.",No pass-2 override rule matched.
part_mech_transmission_oil_service,gearbox_oil_service,Gearbox oil service pack - correct oil drain inspect refill washers and sample kit,capture_spec_then_buy,,local_toyota_gearbox_service,gearbox_oil_service_gate,gearbox_oil_spec_then_buy,spec_hold,basket_gearbox_oil_service,"WhatsApp history confirms 2H engine with 5-speed gear; use a Toyota/manual gearbox oil supplier to quote H55F candidate SAE75W-90 API GL-4/GL-5, 5 L, plug washers, and refill method. Payment still waits for case/top-cover mark confirmation.","WhatsApp history confirms 2H engine with 5-speed gear; quote H55F candidate oil only until case/top-cover marks confirm: SAE75W-90 API GL-4/GL-5, 4.9 L capacity, buy 5 L. Drain inspection can stop the refill if water or heavy metal is found."
part_carpet,interior_weatherproofing,Carpet,defer_duplicate_overlap,,mixed_local_or_online,post_baseline_only,defer_as_non_baseline,deferred,basket_deferred,No supplier action now.,Entry is already explicitly deferred or duplicate against selected baseline.
part_foam,interior_weatherproofing,Foam,defer_duplicate_overlap,,mixed_local_or_online,post_baseline_only,defer_as_non_baseline,deferred,basket_deferred,No supplier action now.,Entry is already explicitly deferred or duplicate against selected baseline.
part_sound_dampening_sheets,interior_weatherproofing,Sound dampening sheets,defer_duplicate_overlap,,mixed_local_or_online,post_baseline_only,defer_as_non_baseline,deferred,basket_deferred,No supplier action now.,Entry is already explicitly deferred or duplicate against selected baseline.
part_fastener_kit_e_trim_screws_cup_washers,interior_weatherproofing,Fastener Kit E: Stainless/non-structural trim screws plus cup/finishing washers,hold_until_body_closed,,local_fastener_hardware,body_sealed,hold_until_body_closed,deferred,basket_deferred,"Use local fastener/body hardware suppliers; match M6/M8 samples, head style, length, and plated or stainless finish.",Wait until panel/trim alignment and body sealing before buying exact finish hardware.
part_mech_fuel_hose_and_clamps,mechanical_baseline,"Diesel fuel hose/line package - 8 mm feed, 6 mm return, leak-off hose, new hard lines",buy_now,,local_toyota_common,longman_mills_quote_pack,longman_hose_pipe_order_ready,longman_exact_spec_quote,basket_longman_hose_pipe_order_ready,"Send the Longman pipe/hose order spec to Longman Mills; quote by material, ID/OD, rating, listed length, sample requirement, and reject rule.","Exact Longman pipe/hose order lengths are released in the Longman spec; quote/order by material, ID/OD, rating, and stated length, then close final trim, clamp, chafe, and leak checks during installation."
part_mech_vacuum_hose_refresh,mechanical_baseline,Vacuum/breather hose kit - 10-12 mm vacuum + 16-19 mm oil-resistant breather,buy_now,,local_toyota_common,longman_mills_quote_pack,longman_hose_pipe_order_ready,longman_exact_spec_quote,basket_longman_hose_pipe_order_ready,"Send the Longman pipe/hose order spec to Longman Mills; quote by material, ID/OD, rating, listed length, sample requirement, and reject rule.","Exact Longman pipe/hose order lengths are released in the Longman spec; quote/order by material, ID/OD, rating, and stated length, then close final trim, clamp, chafe, and leak checks during installation."
part_fuel_filler_neck_hose_vent_20260619,mechanical_baseline,Fuel filler rubber parts - main fuel fill hose vent hose and smooth-band clamps,confirm_price_then_buy,,local_toyota_common,post_tub_off_inspection,bundle_local_toyota_buy_after_inspection,local_bundle_buy,basket_mechanical_local_bundle,Use local Toyota/common parts markets; buy as one batch after inspection.,Common Toyota service items should be bought as a local bundle after tub-off inspection confirms exact spec.
part_mech_heat_glow_plugs_set,mechanical_baseline,Toyota OE glow plugs 19850-68030 x6 - diesel 2H,confirm_price_then_buy,,local_toyota_common,post_tub_off_inspection,source_toyota_oe_glow_plugs_by_part_number,local_toyota_oe_buy,basket_mechanical_local_bundle,Ask HYA/Hamza Younas Autos or Bilal Ganj Toyota diesel suppliers for Toyota 19850-68030 x6; use Toyota 19850-68060 x6 only after 24V/superglow confirmation.,"Buy exact Toyota-labelled plugs: 19850-68030 x6 for HJ47-style 2H 12V/8.5V, or 19850-68060 x6 only if old plug/system confirms 24V/superglow."
part_mech_oil_filter_guard_gdo135_20260529,mechanical_baseline,Engine oil filter - Guard GDO-135 candidate for 2H,confirm_price_then_buy,https://automize.pk/products/guard-oil-filter-gdo-135,local_toyota_common,post_tub_off_inspection,bundle_local_toyota_buy_after_inspection,local_bundle_buy,basket_mechanical_local_bundle,Use local Toyota/common parts markets; buy as one batch after inspection.,Common Toyota service items should be bought as a local bundle after tub-off inspection confirms exact spec.
part_mech_heater_hose_set,mechanical_baseline,"Heater hose pair - EPDM 400 mm inlet + 280 mm outlet, 16 mm ID",review,,local_toyota_common,longman_mills_quote_pack,longman_hose_pipe_order_ready,longman_exact_spec_quote,basket_longman_hose_pipe_order_ready,"Send the Longman pipe/hose order spec to Longman Mills; quote by material, ID/OD, rating, listed length, sample requirement, and reject rule.","Exact Longman pipe/hose order lengths are released in the Longman spec; quote/order by material, ID/OD, rating, and stated length, then close final trim, clamp, chafe, and leak checks during installation."
part_mech_accessory_belt_set,mechanical_baseline,Accessory belt set,runner_spec_controlled,,local_toyota_common,runner_spec_controlled,runner_spec_controlled,no_payment_without_spec_release,basket_runner_spec_controlled,Runner task: collect quote/photos now; pay only for an exact written-spec or mechanic-labelled-sample match.,"Office/runner can buy only against a written spec, mechanic-labelled sample, or explicit mechanic/user approval; otherwise collect prices/photos only."
part_mech_fuel_filter,mechanical_baseline,Fuel filter,runner_spec_controlled,,local_toyota_common,runner_spec_controlled,runner_spec_controlled,no_payment_without_spec_release,basket_runner_spec_controlled,Runner task: collect quote/photos now; pay only for an exact written-spec or mechanic-labelled-sample match.,"Office/runner can buy only against a written spec, mechanic-labelled sample, or explicit mechanic/user approval; otherwise collect prices/photos only."
part_mech_engine_oil_filter_service,mechanical_baseline,Engine oil - Liqui Moly Touring High Tech SHPD 15W-40 5L; oil filter tracked separately,track_ordered_delivery,https://autohub.pk/products/liqui-moly-touring-high-tech-shpd-motor-oil-15w-40,local_toyota_common,in_flight_now,track_in_flight_order,delivery_tracking,basket_in_flight_tracking,"Already ordered; track delivery, receipt condition, and quantity/spec match before use.",Already ordered; do not rebuy.
part_android_unit,optional_upgrades,Android unit,defer_optional,,mixed_local_or_online,post_baseline_only,defer_as_non_baseline,deferred,basket_deferred,No supplier action now.,Entry is already explicitly deferred or duplicate against selected baseline.
part_mech_radiator_hose_set,radiator,"Cooling hose/pipe package - upper/lower radiator hoses, overflow hose, formed coolant pipe",review,,local_toyota_common,longman_mills_quote_pack,longman_hose_pipe_order_ready,longman_exact_spec_quote,basket_longman_hose_pipe_order_ready,"Send the Longman pipe/hose order spec to Longman Mills; quote by material, ID/OD, rating, listed length, sample requirement, and reject rule.","Exact Longman pipe/hose order lengths are released in the Longman spec; quote/order by material, ID/OD, rating, and stated length, then close final trim, clamp, chafe, and leak checks during installation."
part_mech_radiator_cap,radiator,Radiator cap,runner_spec_controlled,,local_toyota_common,runner_spec_controlled,runner_spec_controlled,no_payment_without_spec_release,basket_runner_spec_controlled,Runner task: collect quote/photos now; pay only for an exact written-spec or mechanic-labelled-sample match.,"Office/runner can buy only against a written spec, mechanic-labelled sample, or explicit mechanic/user approval; otherwise collect prices/photos only."
part_mech_brake_flex_hose_set,steering_brakes_suspension,Brake hydraulic hose/line package - new flex hoses + 4.75 mm hard-line coil allowance,runner_spec_controlled,,local_toyota_common,runner_spec_controlled,runner_spec_controlled,no_payment_without_spec_release,basket_runner_spec_controlled,Runner task: collect quote/photos now; pay only for an exact written-spec or mechanic-labelled-sample match.,"Office/runner can buy only against a written spec, mechanic-labelled sample, or explicit mechanic/user approval; otherwise collect prices/photos only."
part_ironman_front_dampers_separate_shipment,steering_brakes_suspension,Ironman Foamcell front damper pair - separate shipment (24635FE x2),track_ordered_delivery,,local_toyota_common,in_flight_now,track_in_flight_order,delivery_tracking,basket_in_flight_tracking,"Already ordered; track delivery, receipt condition, and quantity/spec match before use.",Already ordered; do not rebuy.
part_turbo_air_cleaner_element_housing_20260717,turbocharger_powertrain,High-flow sealed air-cleaner housing and service element suitable for dusty J40 use,review,,mixed_local_or_online,review,review,review,basket_review,"Prefer local sourcing first, then online if unavailable.",No pass-2 override rule matched.
part_turbo_boost_gauge_daraz_lead_20260717,turbocharger_powertrain,Generic 52 mm electronic boost gauge Daraz market lead,review,https://www.daraz.pk/products/ad-universal-52mm-bar-blue-led-light-pressure-turbo-boost-gauge-meter-with-sensor-holder-12v-boost-sensor-car-accessories-i525997148.html,mixed_local_or_online,review,review,review,basket_review,"Prefer local sourcing first, then online if unavailable.",No pass-2 override rule matched.
part_turbo_boost_gauge_quality_20260717,turbocharger_powertrain,Quality low-range boost gauge sensor hose fittings and illumination,review,,local_toyota_common,review,review,review,basket_review,Use local Toyota/common parts markets; buy as one batch after inspection.,No pass-2 override rule matched.
part_turbo_boost_reference_hose_fittings_20260717,turbocharger_powertrain,Boost reference hose manifold barb fittings clamps and restrictor/damper if specified,review,,local_toyota_common,review,review,review,basket_review,Use local Toyota/common parts markets; buy as one batch after inspection.,No pass-2 override rule matched.
part_turbo_charge_pipe_import_lead_20260717,turbocharger_powertrain,Imported universal aluminium intercooler pipe hose and clamp kit market lead,review,https://www.ubuy.com.pk/en/product/M5U12RSZO-3-60cm-universal-aluminum-intercooler-pipe-kit-polished-aluminum-turbo-intercooler-pipe-8-blue-hose-16-clamps-kit,local_toyota_common,review,review,review,basket_review,Use local Toyota/common parts markets; buy as one batch after inspection.,No pass-2 override rule matched.
part_turbo_charge_pipe_kit_20260717,turbocharger_powertrain,Aluminium charge-pipe bends and straight sections with beaded ends,review,https://fullthrottlepakistan.com/products/universal-3-aluminum-turbo-intake-intercooler-pipe-kit-silver-for-most-cars,mixed_local_or_online,review,review,review,basket_review,"Prefer local sourcing first, then online if unavailable.",No pass-2 override rule matched.
part_turbo_clean_air_inlet_duct_20260717,turbocharger_powertrain,Air-cleaner to turbo compressor inlet duct couplers clamps and support brackets,review,,mixed_local_or_online,review,review,review,basket_review,"Prefer local sourcing first, then online if unavailable.",No pass-2 override rule matched.
