source_workbook_path,source_sheet,source_row,item,price_raw,parsed_amount,currency,vendor,received_flag,paid_flag,notes,row_type
/Users/davidpridmore/Documents/J40_Costs.xlsx,Tools,23,YTH -803 AUTOMATIC WIRE STRIPPER & CRIPMER,1650,1650,PKR,fiaz.com.pk,Y,Y,procured_or_on_hand | Evidence indicates purchased/received.,line_item
/Users/davidpridmore/Documents/J40_Costs.xlsx,Tools,24,Side Cutter Bosi Black in Pakistan,650,650,PKR,fiaz.com.pk,No,No,not_procured | No clear order/receipt evidence and user reports not received.,line_item
/Users/davidpridmore/Documents/J40_Costs.xlsx,Tools,25,Bosi Nose Plier 6'' Black A+ Quality in Pakistan,650,650,PKR,fiaz.com.pk,Y,Y,procured_or_on_hand | Evidence indicates purchased/received.,line_item
/Users/davidpridmore/Documents/J40_Costs.xlsx,Tools,26,INGCO Air compressor - ACS112501 × 1,57000,57000,PKR,almirajtrading.com.pk,,N,not_procured | Explicitly not purchased/received yet.,line_item
/Users/davidpridmore/Documents/J40_Costs.xlsx,Tools,27,Total Abrasive metal Cutting Disc Set 50 Pcs,3999,3999,PKR,ngcotool.pk,Y,Y,planned_or_open | Open item with no procurement evidence yet.,line_item
/Users/davidpridmore/Documents/J40_Costs.xlsx,Tools,28,Tolsen 79646 Heavy Duty Bench Grinder 6,13999,13999,PKR,ngcotool.pk,No,No,not_required | Currently considered not required for this project.,line_item
/Users/davidpridmore/Documents/J40_Costs.xlsx,Tools,29,10 meter hose for ar compressINGCO Air hose - AH1151 × 1or,2850,2850,PKR,almirajtrading.com.pk,M,N,not_procured | Explicitly not purchased/received yet.,line_item
/Users/davidpridmore/Documents/J40_Costs.xlsx,Tools,30,Jumnp Leads,,,PKR,,Y,Y,section_header | Label/group row.,line_item
/Users/davidpridmore/Documents/J40_Costs.xlsx,Tools,31,Jacks and stands,,,PKR,,,,section_header | Label/group row.,section_header
/Users/davidpridmore/Documents/J40_Costs.xlsx,Tools,41,Ar-CO2 Canister,42362,42362,PKR,pakoxygen,No,Y,ordered_in_flight | Paid and awaiting arrival.,line_item
/Users/davidpridmore/Documents/J40_Costs.xlsx,Tools,42,E7018 Fortrex Electodes,2325,2325,PKR,pakoxygen,Y,Y,procured_or_on_hand | Evidence indicates purchased/received.,line_item
/Users/davidpridmore/Documents/J40_Costs.xlsx,Tools,43,E7018 Fortrex Electodes - x2,8500,8500,PKR,pakoxygen,Y,Y,procured_or_on_hand | Evidence indicates purchased/received.,line_item
/Users/davidpridmore/Documents/J40_Costs.xlsx,Tools,44,E6013 Zodian,2248,2248,PKR,pakoxygen,Y,Y,procured_or_on_hand | Evidence indicates purchased/received.,line_item
/Users/davidpridmore/Documents/J40_Costs.xlsx,Tools,45,E6013 Zodian,3120,3120,PKR,pakoxygen,Y,Y,duplicate | Duplicate line item of row 44 pending explicit second-order evidence.,line_item
/Users/davidpridmore/Documents/J40_Costs.xlsx,Tools,46,Saffire™ MIG Welding Wire x 2,16800,16800,PKR,pakoxygen,Y,Y,procured_or_on_hand | Evidence indicates purchased/received.,line_item
/Users/davidpridmore/Documents/J40_Costs.xlsx,Tools,47,Saffire™ MIG Welding Wire,8025,8025,PKR,pakoxygen,Y,Y,procured_or_on_hand | Evidence indicates purchased/received.,line_item
/Users/davidpridmore/Documents/J40_Costs.xlsx,Tools,48,"MIG WELDING FLUX CORE WIRE, 1KG, 0.8MM",2516,2516,PKR,Daraaz,Y,,procured_or_on_hand | Evidence indicates purchased/received.,line_item
/Users/davidpridmore/Documents/J40_Costs.xlsx,Tools,49,10pcs Male Female red Insulated Bullet Connecto x 4,1920,1920,PKR,Daraaz,Y,,procured_or_on_hand | Evidence indicates purchased/received.,line_item
/Users/davidpridmore/Documents/J40_Costs.xlsx,Tools,50,"German Imported WORKPRO 125mm 40 Grit Flap Discs - Premium Aluminium Grinding Disc for Removing Deburr, Rust, Polishing, Finishing x 4",4000,4000,PKR,Daraaz,Y,,procured_or_on_hand | Evidence indicates purchased/received.,line_item
/Users/davidpridmore/Documents/J40_Costs.xlsx,Tools,51,"German Imported WORKPRO Flap Discs 60 Grit, 125mm x 22.2mm, Angle Grinder Discs x 3",3000,3000,PKR,Daraaz,Y,,procured_or_on_hand | Evidence indicates purchased/received.,line_item
/Users/davidpridmore/Documents/J40_Costs.xlsx,Tools,52,EDON Expert MIG 270 (15Kg) (Single Phase) BUILTIN WIRE FEEDER (GAS OR GASLESS),76500,76500,PKR,toolshub,No,Y,ordered_in_flight | Paid for but not yet received.,line_item
/Users/davidpridmore/Documents/J40_Costs.xlsx,Tools,53,Drill chuck (compatible with existing drill spindle/arbor),,,PKR,Local hardware/tools market,Y,,procured_or_on_hand | Acquired; user reports Aamir shared image evidence.,line_item
/Users/davidpridmore/Documents/J40_Costs.xlsx,Tools,54,22mm step drill bit (metal panel capable),,,PKR,Local hardware/tools market,No,,planned_or_open | Primary tool to open existing pull-switch holes toward 22mm.,line_item
/Users/davidpridmore/Documents/J40_Costs.xlsx,Tools,55,22mm chassis punch or precision hole cutter,,,PKR,Toolsmart.pk,Y,Y,procured_or_on_hand | Toolsmart TM25430 Total Bi-metal Hole saw 22mm TAC410221 arrived; use for cleaner 22mm switch holes after layout and pilot verification.,line_item
/Users/davidpridmore/Documents/J40_Costs.xlsx,Tools,56,Deburring tool / round file set for panel holes,,,PKR,Toolsmart.pk,Y,Y,procured_or_on_hand | Toolsmart TM25430 Total Round steel file 200mm THT91386 arrived; use for deburring switch and panel holes.,line_item
/Users/davidpridmore/Documents/J40_Costs.xlsx,Tools,57,Digital caliper (hole/spacing verification),,,PKR,Local hardware/tools market,No,,planned_or_open | Used to validate hole diameter and center spacing before cutting.,line_item
/Users/davidpridmore/Documents/J40_Costs.xlsx,Parts,2,Toyota Land Cruiser FJ40 Neoprene Top Cover - Model 1960-1984,11500,11500,PKR,Autozcare,Y,Y,"replacement_part | replace_or_procure | procured_or_on_hand | procured_or_on_hand | Evidence indicates purchased/received. | ✓ | Parts | 2 | INV-0001 | Done / On hand | 0 | status | BUY_NEW | medium | photo_group=documentation_reference; group_photo_count=5; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150 | high | low | local_pk_or_on_hand",line_item
/Users/davidpridmore/Documents/J40_Costs.xlsx,Parts,3,Maximus Under Seat Subwoofer Box With Built in Amplifier - Compact Active Bass Woofer for Cars,25100,25100,PKR,SehgalMotors.PK,,Cancelled?,"revovate existing | replacement_part | cancelled | cancelled | cancelled | Marked cancelled. | cancelled | Parts | 3 | INV-0002 | Cancelled | 99 | status | CANCELLED | medium | photo_group=documentation_reference; group_photo_count=5; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150 | high | low | local_pk_or_on_hand",line_item
/Users/davidpridmore/Documents/J40_Costs.xlsx,Parts,4,Universal Android LCD Tab 9 Inches With Wiring - Without Main Grip × 1,14600,14600,PKR,]ehgalMotors.PK,,Cancelled?,"replacement_part | cancelled | cancelled | cancelled | Marked cancelled. | cancelled | Parts | 4 | INV-0003 | Cancelled | 99 | status | CANCELLED | high | photo_group=electrical_system; group_photo_count=52; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150 | high | low | local_pk_or_on_hand",line_item
/Users/davidpridmore/Documents/J40_Costs.xlsx,Parts,5,"JBL GT5-S265 6-1/2"" Coaxial Speakers",51000,51000,PKR,,,,"replacement_part | replace_or_procure | planned_or_open | planned_or_open | Open item with no procurement evidence yet. | Parts | 5 | INV-0004 | P5 - Later phase | 5 | default | BUY_NEW | medium | photo_group=documentation_reference; group_photo_count=5; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150 | medium | low | local_pk_or_on_hand",line_item
/Users/davidpridmore/Documents/J40_Costs.xlsx,Parts,6,MOMO Carbon Fiber Steering Wheel,8444,8444,PKR,pakwheels,Y,Y,"replacement_part | replace_or_procure | procured_or_on_hand | procured_or_on_hand | Evidence indicates purchased/received. | ✓ | Parts | 6 | INV-0005 | Done / On hand | 0 | status | BUY_NEW | high | photo_group=chassis_underside; group_photo_count=32; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150 | high | low | local_pk_or_on_hand",line_item
/Users/davidpridmore/Documents/J40_Costs.xlsx,Parts,7,Steelmate Central Locking System,4680,4680,PKR,Autostore.pk,Y,Y,"replacement_part | replace_or_procure | procured_or_on_hand | procured_or_on_hand | Evidence indicates purchased/received. | ✓ | Parts | 7 | INV-0006 | Done / On hand | 0 | status | BUY_NEW | medium | photo_group=documentation_reference; group_photo_count=5; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150 | high | low | local_pk_or_on_hand",line_item
/Users/davidpridmore/Documents/J40_Costs.xlsx,Parts,8,Sanden-type compressor,re-use,,PKR,,,,"existing_component | restore_and_reuse | existing_reuse | reuse_existing | Marked for re-use, not replacement purchase. | ✓ | Parts | 8 | INV-0007 | Done / On hand | 0 | status | REFRESH_EXISTING | medium | photo_group=engine_bay; group_photo_count=10; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150 | high | low | local_pk_or_on_hand",line_item
/Users/davidpridmore/Documents/J40_Costs.xlsx,Parts,9,Engine-specific compressor bracket and belt solution,re-use,,PKR,,,,"existing_component | restore_and_reuse | existing_reuse | reuse_existing | Marked for re-use, not replacement purchase. | ✓ | 15000-50000 | 40000 | High | Fabricator | Parts | 9 | INV-0008 | Done / On hand | 0 | status | REFRESH_EXISTING | medium | photo_group=engine_bay; group_photo_count=10; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150 | high | low | local_pk_or_on_hand",line_item
/Users/davidpridmore/Documents/J40_Costs.xlsx,Parts,10,Required Purchases (Active Plan),,,PKR,,,,section_header | section_header | section | section_header | Planning section for active required buys only. | Parts | 10 | INV-0009 | Section | header | SECTION | n/a | header row | n/a | low | local_pk_or_on_hand,section_header
/Users/davidpridmore/Documents/J40_Costs.xlsx,Parts,11,"Body mount bolts, washers, sleeves, captive-nut repairs",,,PKR,Use graded fasteners and include sleeve/spacer and captive-nut repair provision.,,,"pre_tub_refit | grade_spec_then_buy | replacement_part | replace_or_procure | planned_or_open | planned_or_open | Active required purchase item from Procurement_Pass2. | Tub refit locked to original OEM mount locations; no custom offset mounting. | P2 active batch confirmed 2026-04-15 | Reconciled 2026-04-15: prioritize as low-risk, locally available buy-first item. | Price basis 2026-04-15: structural body mount hardware bundle with sleeves + captive-nut repair material. | Age/condition rule: NEW_ONLY hardware (no salvage structural fasteners). | 12000-35000 | 22000 | High | Bilal Ganj + industrial fastener shops (class-marked grade 8.8) | Parts | 11 | INV-0010 | P2 - Buy before refit | 2 | P2-A immediate low-risk local procurement (2026-04-15) | NEW_ONLY | medium | photo_group=body_floor; group_photo_count=15; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150 | high | low | local_pk_preferred",line_item
/Users/davidpridmore/Documents/J40_Costs.xlsx,Parts,12,Body-to-chassis mount rubber kit,,,PKR,Local rubber/4x4 supplier or custom rubber fabricator if exact kit unavailable.,,,"pre_tub_refit | measure_then_buy_with_trial_fit | replacement_part | replace_or_procure | planned_or_open | planned_or_open | Active required purchase item from Procurement_Pass2. | Tub refit locked to original OEM mount locations; no custom offset mounting. | P2 active batch confirmed 2026-04-15 | Reconciled 2026-04-15: prioritize as low-risk, locally available buy-first item. | Price basis 2026-04-15: body mount rubber set, local pattern if correct hardness and sleeve fit verified. | Age/condition rule: NEW_ONLY body mount rubbers/sleeves. | 15000-60000 | 30000 | High | Bilal Ganj rubber market (FJ/LC pattern) + import fallback | Parts | 12 | INV-0011 | P2 - Buy before refit | 2 | P2-A immediate low-risk local procurement (2026-04-15) | NEW_ONLY | medium | photo_group=documentation_reference; group_photo_count=5; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150 | high | low | local_pk_preferred",line_item
/Users/davidpridmore/Documents/J40_Costs.xlsx,Parts,13,Body mount shims/spacers alignment pack,,,PKR,Fabricate shim pack after mount-point map and weld closure dimensions are confirmed.,,,"pre_tub_refit | prepare_before_trial_fit | replacement_part | replace_or_procure | planned_or_open | planned_or_open | Active required purchase item from Procurement_Pass2. | Tub refit locked to original OEM mount locations; no custom offset mounting. | P2 active batch confirmed 2026-04-15 | Reconciled 2026-04-15: prioritize as low-risk, locally available buy-first item. | Price basis 2026-04-15: alignment shim pack assorted thicknesses for tub leveling. | 3000-12000 | 7000 | Medium | Local fabricator/washer stock + Bilal Ganj | Parts | 13 | INV-0012 | P2 - Buy before refit | 2 | P2-A immediate low-risk local procurement (2026-04-15) | NEW_ONLY | medium | photo_group=body_floor; group_photo_count=15; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150 | high | low | local_pk_preferred",line_item
/Users/davidpridmore/Documents/J40_Costs.xlsx,Parts,14,"Gearbox top-cover service items (detents, bushes, shift-seat kit)",,,PKR,Local transmission parts source; buy only against diagnosed wear.,,,"post_tub_off_inspection | inspect_then_local_decide | replacement_part | inspect_then_decide | planned_or_open | planned_or_open | Condition-based item: inspect first, then buy only if required. | Parts | 14 | INV-0013 | P4 - Post inspection | 4 | procurement_pass2 | INSPECT_THEN_DECIDE | medium | photo_group=documentation_reference; group_photo_count=5; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150 | medium | low | local_pk_or_on_hand",line_item
/Users/davidpridmore/Documents/J40_Costs.xlsx,Parts,15,Ironman Foamcell suspension kit - main shipment (front dampers separate),575000,575000,PKR,Ironman 4x4 supplier,,Unknown,in_flight_now | track_ordered_delivery | replacement_part | replace_or_procure | ordered | ordered_pending_delivery | User update 2026-05-01: ordered Ironman Foamcell kit for PKR 575000 after discount; front dampers tracked as separate shipment. | ordered | 575000 | 575000 | High | Attached parts-list image 2026-05-01 | Parts | user_update_2026-05-01 | INV-IRONMAN-FOAMCELL-20260501 | In flight | 1 | user_order_2026-05-01 | BUY_NEW | high | parts_list_image_2026-05-01 | high | medium | import_or_specialty,line_item
/Users/davidpridmore/Documents/J40_Costs.xlsx,Parts,16,Ironman Foamcell front damper pair - separate shipment (24635FE x2),,,PKR,Ironman 4x4 supplier,,Unknown,in_flight_now | track_ordered_delivery | replacement_part | replace_or_procure | ordered | ordered_pending_delivery | Bifurcated shipment row. Amount is included in main Ironman kit total; verify 24635FE x2 when received. | ordered | included in main kit total | High | Attached parts-list image 2026-05-01; Ironman front damper reference | Parts | user_update_2026-05-01-front | INV-IRONMAN-FRONT-DAMPERS-20260501 | In flight | 1 | separate_shipment_tracking | BUY_NEW | high | parts_list_image_2026-05-01 | high | medium | import_or_specialty,line_item
/Users/davidpridmore/Documents/J40_Costs.xlsx,Parts,17,Accessory belt set,,,PKR,Use local Toyota/common parts markets; buy as one batch after inspection.,,,"post_tub_off_inspection | bundle_local_toyota_buy_after_inspection | replacement_part | inspect_then_decide | planned_or_open | planned_or_open | Active required purchase item from Procurement_Pass2. | RR action=Use local Toyota/common parts markets; buy as one batch after inspection.; evidence=Common Toyota service items should be bought as a local bundle after tub-off inspection confirms exact spec. | Parts | 17 | INV-0016 | P4 - Post inspection | 4 | procurement_pass2 | INSPECT_THEN_DECIDE | medium | photo_group=engine_bay; group_photo_count=10; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150 | medium | low | local_pk_or_on_hand",line_item
/Users/davidpridmore/Documents/J40_Costs.xlsx,Parts,18,Air filter element,,,PKR,Use local Toyota/common parts markets; buy as one batch after inspection.,,,"post_tub_off_inspection | bundle_local_toyota_buy_after_inspection | replacement_part | inspect_then_decide | planned_or_open | planned_or_open | Active required purchase item from Procurement_Pass2. | RR action=Use local Toyota/common parts markets; buy as one batch after inspection.; evidence=Common Toyota service items should be bought as a local bundle after tub-off inspection confirms exact spec. | Parts | 18 | INV-0017 | P4 - Post inspection | 4 | procurement_pass2 | INSPECT_THEN_DECIDE | medium | photo_group=engine_bay; group_photo_count=10; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150 | medium | low | local_pk_or_on_hand",line_item
/Users/davidpridmore/Documents/J40_Costs.xlsx,Parts,19,Brake flexible hose set front and rear,,,PKR,Use local Toyota/common parts markets; buy as one batch after inspection.,,,"post_tub_off_inspection | bundle_local_toyota_buy_after_inspection | replacement_part | inspect_then_decide | planned_or_open | planned_or_open | Active required purchase item from Procurement_Pass2. | RR action=Use local Toyota/common parts markets; buy as one batch after inspection.; evidence=Common Toyota service items should be bought as a local bundle after tub-off inspection confirms exact spec. | Parts | 19 | INV-0018 | P4 - Post inspection | 4 | procurement_pass2 | INSPECT_THEN_DECIDE | medium | photo_group=engine_bay; group_photo_count=10; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150 | medium | low | local_pk_or_on_hand",line_item
/Users/davidpridmore/Documents/J40_Costs.xlsx,Parts,20,Clutch master and slave cylinder refresh kit,,,PKR,Use local Toyota/common parts markets; buy as one batch after inspection.,,,"post_tub_off_inspection | inspect_then_local_decide | replacement_part | inspect_then_decide | planned_or_open | planned_or_open | Condition-based item: inspect first, then buy only if required. | RR action=Use local Toyota/common parts markets; buy as one batch after inspection.; evidence=Condition-dependent item; inspect first then buy local only if required. | Parts | 20 | INV-0019 | P4 - Post inspection | 4 | procurement_pass2 | INSPECT_THEN_DECIDE | medium | photo_group=engine_bay; group_photo_count=10; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150 | medium | low | local_pk_or_on_hand",line_item
/Users/davidpridmore/Documents/J40_Costs.xlsx,Parts,21,Distributor cap rotor and ignition tune-up consumables,,,PKR,Use local Toyota/common parts markets; buy as one batch after inspection.,,,"post_tub_off_inspection | bundle_local_toyota_buy_after_inspection | replacement_part | inspect_then_decide | planned_or_open | planned_or_open | Active required purchase item from Procurement_Pass2. | RR action=Use local Toyota/common parts markets; buy as one batch after inspection.; evidence=Common Toyota service items should be bought as a local bundle after tub-off inspection confirms exact spec. | Parts | 21 | INV-0020 | P4 - Post inspection | 4 | procurement_pass2 | INSPECT_THEN_DECIDE | medium | photo_group=documentation_reference; group_photo_count=5; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150 | medium | low | local_pk_or_on_hand",line_item
/Users/davidpridmore/Documents/J40_Costs.xlsx,Parts,22,Engine mount set,,,PKR,Use local Toyota/common parts markets; buy as one batch after inspection.,,,"post_tub_off_inspection | inspect_then_local_decide | replacement_part | inspect_then_decide | planned_or_open | planned_or_open | Condition-based item: inspect first, then buy only if required. | RR action=Use local Toyota/common parts markets; buy as one batch after inspection.; evidence=Condition-dependent item; inspect first then buy local only if required. | Parts | 22 | INV-0021 | P4 - Post inspection | 4 | procurement_pass2 | INSPECT_THEN_DECIDE | medium | photo_group=engine_bay; group_photo_count=10; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150 | medium | low | local_pk_or_on_hand",line_item
/Users/davidpridmore/Documents/J40_Costs.xlsx,Parts,23,Engine oil + oil filter service pack,,,PKR,Use local Toyota/common parts markets; buy as one batch after inspection.,,,"post_tub_off_inspection | bundle_local_toyota_buy_after_inspection | replacement_part | inspect_then_decide | planned_or_open | planned_or_open | Active required purchase item from Procurement_Pass2. | RR action=Use local Toyota/common parts markets; buy as one batch after inspection.; evidence=Common Toyota service items should be bought as a local bundle after tub-off inspection confirms exact spec. | Parts | 23 | INV-0022 | P4 - Post inspection | 4 | procurement_pass2 | INSPECT_THEN_DECIDE | medium | photo_group=engine_bay; group_photo_count=10; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150 | medium | low | local_pk_or_on_hand",line_item
/Users/davidpridmore/Documents/J40_Costs.xlsx,Parts,24,Fuel filter,,,PKR,Use local Toyota/common parts markets; buy as one batch after inspection.,,,"post_tub_off_inspection | bundle_local_toyota_buy_after_inspection | replacement_part | inspect_then_decide | planned_or_open | planned_or_open | Active required purchase item from Procurement_Pass2. | RR action=Use local Toyota/common parts markets; buy as one batch after inspection.; evidence=Common Toyota service items should be bought as a local bundle after tub-off inspection confirms exact spec. | 5000-20000 | 18000 | High | Diesel parts supplier | Parts | 24 | INV-0023 | P4 - Post inspection | 4 | procurement_pass2 | INSPECT_THEN_DECIDE | medium | photo_group=engine_bay; group_photo_count=10; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150 | medium | low | local_pk_or_on_hand",line_item
/Users/davidpridmore/Documents/J40_Costs.xlsx,Parts,25,Fuel-rated rubber hose and clamp kit,,,PKR,Use local Toyota/common parts markets; buy as one batch after inspection.,,,"post_tub_off_inspection | bundle_local_toyota_buy_after_inspection | replacement_part | inspect_then_decide | planned_or_open | planned_or_open | Active required purchase item from Procurement_Pass2. | RR action=Use local Toyota/common parts markets; buy as one batch after inspection.; evidence=Common Toyota service items should be bought as a local bundle after tub-off inspection confirms exact spec. | Parts | 25 | INV-0024 | P4 - Post inspection | 4 | procurement_pass2 | INSPECT_THEN_DECIDE | medium | photo_group=engine_bay; group_photo_count=10; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150 | medium | low | local_pk_or_on_hand",line_item
