channel,message_id,date_utc,category,subcategory,source,subject_or_ref,product_or_topic,part_number_or_code,amount_pkr,status,action_required,notes
email,19de88dd83acf291,2026-05-02T11:58:22Z,supplier_communication,shipment_update,Powerhouse,A shipment from order #26242 is on the way,Your order is on the way Powerhouse Express Order #26242 ------------------------ Your order is on the way ------------------------ Your order is on the way. Track your shipment to see the delivery status. View your order ( https://powerhouseexpress.com.pk/726,ED08-4D80-B1DC-1248C9A62E94|WB30501,0,shipment_tracking_signal,yes,"Imported by Gmail MCP; reason=supplier_order_signal; hits=powerhouse,delivery,order,tracking"
email,19def26c095be6e3,2026-05-03T18:43:07Z,supplier_communication,order_quote_tracking,Autohub,Order 1762228 confirmed,HOME ( http://autohub.pk/?syclid=fc448ae9-96ca-4f85-b0b9-2a4ebe4b0798 ) FEATURED ( http://autohub.pk/collections/featured?syclid=eb8602a1-2be7-44e8-a7cf-10a732731de1 ) Thanks for your purchase! ------------------------- This email is just to confirm your order,1762228|FC448AE9-96CA-4F85-B0B9-2A4EBE4B0798|EB8602A1-2BE7-44E8-A7CF-10A732731DE1,5349,order_or_project_signal,yes,"Imported by Gmail MCP; reason=supplier_order_signal; hits=brake,autohub,confirmed,delivered,order"
email,19df29a687866969,2026-05-04T10:48:17Z,supplier_communication,receipt_payment,Daraz,Delivery of your Order 242365766980938,"Your parcel(s) have been delivered! --> Your parcel(s) have been delivered! Dear pridmoredave, We are excited to inform you that your Order 242365766980938 has been successfully delivered. As we'd love to hear your thoughts on your new purchase, please do take",242365766980938,561,payment_or_receipt_signal,yes,"Imported by Gmail MCP; reason=supplier_order_signal; hits=daraz,delivered,delivery,invoice,order,paid,payment,review"
email,19df29a6c4e6d2b8,2026-05-04T10:48:17Z,supplier_communication,receipt_payment,Daraz,Delivery of your Order 242365766080938,"Your parcel(s) have been delivered! --> Your parcel(s) have been delivered! Dear pridmoredave, We are excited to inform you that your Order 242365766080938 has been successfully delivered. As we'd love to hear your thoughts on your new purchase, please do take",242365766080938,764,payment_or_receipt_signal,yes,"Imported by Gmail MCP; reason=supplier_order_signal; hits=daraz,delivered,delivery,invoice,order,paid,payment,review"
email,19df408ef23d48b1,2026-05-04T17:28:38Z,supplier_communication,receipt_payment,Daraz,"Yay, your Order 242508744880938 is confirmed!","Yay, your Order #242508744880938 is confirmed! Yay, your order is confirmed! --> Yay, your order is confirmed! Dear pridmoredave, Thank you for shopping with Daraz. We have received your Order 242508744880938 on 05 May 2026 01:27. We're excited for you to rece",242508744880938,4639,payment_or_receipt_signal,yes,"Imported by Gmail MCP; reason=supplier_order_signal; hits=daraz,confirmed,delivered,delivery,order,paid,payment"
email,19df408f0591f0c1,2026-05-04T17:28:38Z,supplier_communication,receipt_payment,Daraz,"Yay, your Order 242508745080938 is confirmed!","Yay, your Order #242508745080938 is confirmed! Yay, your order is confirmed! --> Yay, your order is confirmed! Dear pridmoredave, Thank you for shopping with Daraz. We have received your Order 242508745080938 on 05 May 2026 01:27. We're excited for you to rece",242508745080938|ID7MM|OD10MM,417,payment_or_receipt_signal,yes,"Imported by Gmail MCP; reason=supplier_order_signal; hits=hose,daraz,confirmed,delivered,delivery,order,paid,payment"
email,19df408f2cc8e480,2026-05-04T17:28:38Z,supplier_communication,receipt_payment,Daraz,"Yay, your Order 242508745280938 is confirmed!","Yay, your Order #242508745280938 is confirmed! Yay, your order is confirmed! --> Yay, your order is confirmed! Dear pridmoredave, Thank you for shopping with Daraz. We have received your Order 242508745280938 on 05 May 2026 01:27. We're excited for you to rece",242508745280938,2498,payment_or_receipt_signal,yes,"Imported by Gmail MCP; reason=supplier_order_signal; hits=daraz,confirmed,delivered,delivery,order,paid,payment"
email,19df40dbc5116bb3,2026-05-04T17:33:53Z,supplier_communication,shipment_update,Toolsmart.Pk,Order #TM25550 confirmed,"Thank you for your purchase! ToolsMart.pk Order #TM25550 ---------------------------- Thank you for your purchase! ---------------------------- Hi David, We have received your order. Your order is being processed, You will receive a confirmation call from our ",TM25550|BE4E-65EF520BA056,34560,shipment_tracking_signal,yes,"Imported by Gmail MCP; reason=supplier_order_signal; hits=toolsmart,toolsmart.pk,confirmation,confirmed,order,shipped"
email,19df7037b90900e9,2026-05-05T07:21:33Z,supplier_communication,receipt_payment,Powerhouse,Invoice #26242,Powerhouse Express Invoice #26242 ----------------------- Payment of Rs.75 is due ----------------------- Pay now ( https://powerhouseexpress.com.pk/72635416891/order_payment/7294821630267?secret=8d14689ea3f3571ce0bf08e45f8666b8 ) Order summary ------------- I,WB30501|TAC33021,1140,payment_or_receipt_signal,yes,"Imported by Gmail MCP; reason=supplier_order_signal; hits=powerhouse,delivery,invoice,order,paid,payment"
email,19df70507d0e285b,2026-05-05T07:23:14Z,supplier_communication,receipt_payment,Powerhouse,Order #26242 updated,Your order was updated Powerhouse Express Order #26242 ---------------------- Your order was updated ---------------------- View your order ( https://powerhouseexpress.com.pk/72635416891/orders/4ba2f0a21fbf4f0aa7354b8050f09949/authenticate?key=shcct_dHl3Qnkxdk,TAC33021,1065,payment_or_receipt_signal,yes,"Imported by Gmail MCP; reason=supplier_order_signal; hits=powerhouse,delivery,order,payment"
email,19df71b7d1c14a42,2026-05-05T07:47:46Z,supplier_communication,shipment_update,Blue-Ex,A shipment from order 1762228 is on the way,"Dear David Pridmore, All of the items from order 1762228 have now been shipped: 6x Lion Brake Fluid DOT-3 (12oz./354ml) They are being shipped via Blue-ex to the following address: David Pridmore House 287 Lahore 54910 Pakistan The tracking number for these it",1762228|BLUE-EX TO,0,shipment_tracking_signal,yes,"Imported by Gmail MCP; reason=supplier_order_signal; hits=brake,autohub,blue-ex,order,shipped,tracking"
email,19df81f2b45fe7de,2026-05-05T12:31:24Z,supplier_communication,shipment_update,Blue-Ex,A shipment from order 1762228 is on the way,"Dear David Pridmore, All of the items from order 1762228 have now been shipped: 6x STP BRAKE FLUID DOT 3 (354ML) They are being shipped via Blue-ex to the following address: David Pridmore House 287 Lahore 54910 Pakistan The tracking number for these items are",1762228|BLUE-EX TO,0,shipment_tracking_signal,yes,"Imported by Gmail MCP; reason=supplier_order_signal; hits=brake,autohub,blue-ex,order,shipped,tracking"
email,19dfcaab0866f88d,2026-05-06T09:42:16Z,supplier_communication,receipt_payment,Daraz,Delivery of your Order 242366749280938,"Your parcel(s) have been delivered! --> Your parcel(s) have been delivered! Dear pridmoredave, We are excited to inform you that your Order 242366749280938 has been successfully delivered. As we'd love to hear your thoughts on your new purchase, please do take",242366749280938,25550,payment_or_receipt_signal,yes,"Imported by Gmail MCP; reason=supplier_order_signal; hits=epoxy,paint,primer,daraz,mm paint,delivered,delivery,invoice,order,paid,payment,review"
email,19e021b1cc8e488d,2026-05-07T11:03:11Z,supplier_communication,shipment_update,Powerhouse,A shipment from order #26242 is on the way,Your order is on the way Powerhouse Express Order #26242 ------------------------ Your order is on the way ------------------------ Your order is on the way. Track your shipment to see the delivery status. View your order ( https://powerhouseexpress.com.pk/726,AC26-47DC-84D0-50656FE558CE|TAC33021,75,shipment_tracking_signal,yes,"Imported by Gmail MCP; reason=supplier_order_signal; hits=powerhouse,delivery,order,tracking"
email,19e021d05ca94bc4,2026-05-07T11:05:15Z,supplier_communication,receipt_payment,Daraz,Delivery of your Order 242508745080938,"Your parcel(s) have been delivered! --> Your parcel(s) have been delivered! Dear pridmoredave, We are excited to inform you that your Order 242508745080938 has been successfully delivered. As we'd love to hear your thoughts on your new purchase, please do take",242508745080938|ID7MM|OD10MM,417,payment_or_receipt_signal,yes,"Imported by Gmail MCP; reason=supplier_order_signal; hits=hose,daraz,delivered,delivery,invoice,order,paid,payment,review"
email,19e021d07abdead1,2026-05-07T11:05:15Z,supplier_communication,receipt_payment,Daraz,Delivery of your Order 242365766580938,"Your parcel(s) have been delivered! --> Your parcel(s) have been delivered! Dear pridmoredave, We are excited to inform you that your Order 242365766580938 has been successfully delivered. As we'd love to hear your thoughts on your new purchase, please do take",242365766580938,2390,payment_or_receipt_signal,yes,"Imported by Gmail MCP; reason=supplier_order_signal; hits=hose,radiator,daraz,delivered,delivery,invoice,order,paid,payment,review"
email,19e021d0af9de008,2026-05-07T11:05:15Z,supplier_communication,receipt_payment,Daraz,Delivery of your Order 242508744880938,"Your parcel(s) have been delivered! --> Your parcel(s) have been delivered! Dear pridmoredave, We are excited to inform you that your Order 242508744880938 has been successfully delivered. As we'd love to hear your thoughts on your new purchase, please do take",242508744880938,4639,payment_or_receipt_signal,yes,"Imported by Gmail MCP; reason=supplier_order_signal; hits=daraz,delivered,delivery,invoice,order,paid,payment,review"
email,19e02377924a0205,2026-05-07T11:34:09Z,supplier_communication,shipment_update,Powerhouse,A shipment from order #26242 is on the way,Your order is on the way Powerhouse Express Order #26242 ------------------------ Your order is on the way ------------------------ Your order is on the way. Track your shipment to see the delivery status. View your order ( https://powerhouseexpress.com.pk/726,KI7534590491|TAC33021|LEOPARD TRACKING,75,shipment_tracking_signal,yes,"Imported by Gmail MCP; reason=supplier_order_signal; hits=leopard,powerhouse,delivery,order,tracking"
email,19e03dda936707cd,2026-05-07T19:15:18Z,supplier_communication,post_purchase_feedback,Toolsmart.Pk,"Hi David, share your thoughts about Total Bi-metal Hole saw 22mm TAC410221","Let us know what you think about order #TM25430. Trouble viewing email? Hi David, We fulfilled your order from our store ToolsMart.pk 10 days ago and would love to get your feedback. What do you think about Total Bi-metal Hole saw 22mm TAC410221 ? Rating ★ ★★ ",TM25430|TAC410221,0,feedback_requested,no,"Imported by Gmail MCP; reason=supplier_order_signal; hits=toolsmart,toolsmart.pk,feedback,order,review"
email,19e0722af30bb1af,2026-05-08T10:29:33Z,supplier_communication,shipment_update,Mtl Parts,Re: Your MTL PARTS order has been received!,"Hi, The orders #38902 and #38903 have been paid as per this email chain, but are still marked as on hold. Please can they be marked for dispatch? Thanks David On Fri, Apr 24, 2026 at 2:37 AM David Pridmore <pridmoredave@gmail.com> wrote: > this has been paid >",,0,shipment_tracking_signal,yes,"Imported by Gmail MCP; reason=supplier_order_signal; hits=millat,mtl parts,dispatch,order,paid,payment"
email,19e07889134f5cb5,2026-05-08T12:20:50Z,supplier_communication,order_quote_tracking,Autohub,Order 1762336 confirmed,HOME ( http://autohub.pk/?syclid=6c7407de-01ab-448d-b171-ce46a418482f ) FEATURED ( http://autohub.pk/collections/featured?syclid=8b8927fc-ff7e-4c7c-a2fe-51dc30b7a1b9 ) Thanks for your purchase! ------------------------- This email is just to confirm your order,1762336|CE46A418482F|FF7E-4C7C-A2FE-51DC30B7A1B9,4849,order_or_project_signal,yes,"Imported by Gmail MCP; reason=supplier_order_signal; hits=autohub,confirmed,delivered,order"
email,19e0c33c40b6c4da,2026-05-09T10:06:18Z,supplier_communication,delivery_update,Powerhouse,A shipment from order #26242 has been delivered,Your order has been delivered Powerhouse Express Order #26242 ----------------------------- Your order has been delivered ----------------------------- Haven't received your package yet? Let us know ( ecom@powerhouseexpress.com.pk ) View your order ( https://p,KI7534590491|EC42-4317-B923-178CA7E489D8|TAC33021|LEOPARD TRACKING,75,delivered_or_received_signal,yes,"Imported by Gmail MCP; reason=supplier_order_signal; hits=leopard,powerhouse,delivered,order,tracking"
email,19e0c5bf0525eaf0,2026-05-09T10:50:11Z,supplier_communication,shipment_update,Blue-Ex,A shipment from order 1762336 is on the way,"Dear David Pridmore, All of the items from order 1762336 have now been shipped: 4x 3M Blue High Performance Ultra Soft Cloth They are being shipped via Blue-ex to the following address: David Pridmore House 287 street 24/1, block k, phase 5, dha Lahore 54910 P",1762336|BLUE-EX TO,0,shipment_tracking_signal,yes,"Imported by Gmail MCP; reason=supplier_order_signal; hits=autohub,blue-ex,order,shipped,tracking"
email,19e10f7bc91fba44,2026-05-10T08:18:49Z,supplier_communication,order_quote_tracking,Aliexpress,Order 3070231697837489: awaiting confirmation,"96 Order about to be marked as completed ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ Order update Hi UK shopper , ",3070231697837489|DC12V,8196,order_or_project_signal,yes,"Imported by Gmail MCP; reason=supplier_order_signal; hits=aliexpress,confirmation,order"
email,19e135296452d3c2,2026-05-10T19:17:19Z,supplier_communication,post_purchase_feedback,Toolsmart.Pk,"Hi David, share your thoughts about Total Round steel file 200mm THT91386","Let us know what you think about order #TM25430. Trouble viewing email? Hi David, We fulfilled your order from our store ToolsMart.pk 13 days ago and would love to get your feedback. What do you think about Total Round steel file 200mm THT91386 ? Rating ★ ★★ ★",TM25430|THT91386,0,feedback_requested,no,"Imported by Gmail MCP; reason=supplier_order_signal; hits=toolsmart,toolsmart.pk,feedback,order,review"
email,19e161ddf7117e32,2026-05-11T08:18:34Z,supplier_communication,post_purchase_feedback,Aliexpress,Order 3070231697837489: how did it go?,"96 Review your order & earn coins ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ Review your order Hi UK shopper , Th",3070231697837489|DC12V,8196,feedback_requested,no,"Imported by Gmail MCP; reason=supplier_order_signal; hits=aliexpress,order,review"
email,19e20d52ce120ccd,2026-05-13T10:15:00Z,project_update,post_purchase_feedback,The Medium Newsletter,Reading books is a symbiotic act,"Intermezzo, Infinite Jest, Lord of the Rings, and well-loved books. (Issue #428) Reading books is a symbiotic act Intermezzo, Infinite Jest, Lord of the Rings, and well-loved books. (Issue #428) By The Medium Blog (https://medium.com/blog?source=email-623e23a7",1778667173585|EMAIL-623E23A7D13F-1778667173585-NEWSLETTER|BF3F56C7DEEC|AI-IS-MAKING-US-ALL-WRITERS-395285833741|WHY-READING-THE-DECAMERON-IS-AS-USEFUL-AS-EVER-06CF21B76452|MFEUCXH7IM|ODE-TO-FRAGILE-MASCULINITY-OR-YOU-ALL-MISUNDERSTOOD-SALLY-ROONEY-LET-ME-EXPLAIN-TO-YOU-C525AC94023F|ON-RE-READING-THE-LORD-OF-THE-RINGS-MORE-THAN-50-YEARS-LATER-82A7B47AF551|HOW-TO-MAKE-ANY-ACTIVITY-FUN-CF1194128D39|IYAKOUF4VR|NEWSLETTERV3ID|IQ-101,0,feedback_requested,no,"Imported by Gmail MCP; reason=project_order_signal; hits=relay,review"
email,19e2136fd6d64547,2026-05-13T12:01:50Z,supplier_communication,receipt_payment,Daraz,Delivery of your Order 242508745280938,"Your parcel(s) have been delivered! --> Your parcel(s) have been delivered! Dear pridmoredave, We are excited to inform you that your Order 242508745280938 has been successfully delivered. As we'd love to hear your thoughts on your new purchase, please do take",242508745280938,2498,payment_or_receipt_signal,yes,"Imported by Gmail MCP; reason=supplier_order_signal; hits=daraz,delivered,delivery,invoice,order,paid,payment,review"
email,19e2a919a64cdb6b,2026-05-15T07:37:24Z,supplier_communication,post_purchase_feedback,Daraz,Thank You for Choosing Daraz 🛍️ How Was Your Experience? 😊,"96 Dear David Pridmore, Thank you for choosing Daraz as your preferred platform! We would love to hear about your recent shopping experience with Daraz. Share with us what went well or could have been done better in this 2-minute survey.Simply click on the rat",,0,feedback_requested,no,"Imported by Gmail MCP; reason=supplier_order_signal; hits=daraz,feedback"
email,19e2cb8173b05a0e,2026-05-15T17:38:41Z,supplier_communication,post_purchase_feedback,Toolsmart.Pk,"Hi David, share your thoughts about PARD Double Flaring and Cutting Tool Set","Let us know what you think about order #TM25550. Trouble viewing email? Hi David, We fulfilled your order from our store ToolsMart.pk 10 days ago and would love to get your feedback. What do you think about PARD Double Flaring and Cutting Tool Set ? Rating ★ ★",TM25550,0,feedback_requested,no,"Imported by Gmail MCP; reason=supplier_order_signal; hits=toolsmart,toolsmart.pk,feedback,order,review"
email,19e2da353800bb0e,2026-05-15T21:55:38Z,supplier_communication,post_purchase_feedback,Toolsmart.Pk,"Hi David, share your thoughts about Harden 3Ton Hydraulic Trolley Jack 730213","Let us know what you think about order #TM25493. Trouble viewing email? Hi David, We fulfilled your order from our store ToolsMart.pk 10 days ago and would love to get your feedback. What do you think about Harden 3Ton Hydraulic Trolley Jack 730213 ? Rating ★ ",TM25493,0,feedback_requested,no,"Imported by Gmail MCP; reason=supplier_order_signal; hits=toolsmart,toolsmart.pk,feedback,order,review"
email,19e2fb80530d3a89,2026-05-16T07:37:27Z,supplier_communication,post_purchase_feedback,Daraz,Thank You for Choosing Daraz 🛍️ How Was Your Experience? 😊,"96 Dear David Pridmore, Thank you for choosing Daraz as your preferred platform! We would love to hear about your recent shopping experience with Daraz. Share with us what went well or could have been done better in this 2-minute survey.Simply click on the rat",,0,feedback_requested,no,"Imported by Gmail MCP; reason=supplier_order_signal; hits=daraz,feedback"
email,19e392e32e93eddd,2026-05-18T03:43:07Z,supplier_communication,receipt_payment,Daraz,"Yay, your Order 243331393680938 is confirmed!","Yay, your Order #243331393680938 is confirmed! Yay, your order is confirmed! --> Yay, your order is confirmed! Dear pridmoredave, Thank you for shopping with Daraz. We have received your Order 243331393680938 on 18 May 2026 11:42. We're excited for you to rece",243331393680938,946,payment_or_receipt_signal,yes,"Imported by Gmail MCP; reason=supplier_order_signal; hits=epoxy,daraz,confirmed,delivered,delivery,order,paid,payment"
email,19e392e35701144b,2026-05-18T03:43:08Z,supplier_communication,receipt_payment,Daraz,"Yay, your Order 243331393480938 is confirmed!","Yay, your Order #243331393480938 is confirmed! Yay, your order is confirmed! --> Yay, your order is confirmed! Dear pridmoredave, Thank you for shopping with Daraz. We have received your Order 243331393480938 on 18 May 2026 11:42. We're excited for you to rece",243331393480938,869,payment_or_receipt_signal,yes,"Imported by Gmail MCP; reason=supplier_order_signal; hits=daraz,confirmed,delivered,delivery,order,paid,payment"
email,19e3a061ba556e9f,2026-05-18T07:38:57Z,supplier_communication,post_purchase_feedback,Daraz,Thank You for Choosing Daraz 🛍️ How Was Your Experience? 😊,"96 Dear David Pridmore, Thank you for choosing Daraz as your preferred platform! We would love to hear about your recent shopping experience with Daraz. Share with us what went well or could have been done better in this 2-minute survey.Simply click on the rat",,0,feedback_requested,no,"Imported by Gmail MCP; reason=supplier_order_signal; hits=daraz,feedback"
email,19e3c3255a3b7cd6,2026-05-18T17:46:31Z,supplier_communication,post_purchase_feedback,Toolsmart.Pk,"Hi David, share your thoughts about Harden 4'' Heavy Duty Table Vice 100mm / 9 Kg","Let us know what you think about order #TM25550. Trouble viewing email? Hi David, We fulfilled your order from our store ToolsMart.pk 13 days ago and would love to get your feedback. What do you think about Harden 4'' Heavy Duty Table Vice 100mm / 9 Kg ? Ratin",TM25550,0,feedback_requested,no,"Imported by Gmail MCP; reason=supplier_order_signal; hits=toolsmart,toolsmart.pk,feedback,order,review"
email,19e3d1ac680973f9,2026-05-18T22:00:25Z,supplier_communication,post_purchase_feedback,Toolsmart.Pk,"Hi David, share your thoughts about Wadfow 7 Pcs Body And Fender Hammer Set WHZ1D07","Let us know what you think about order #TM25493. Trouble viewing email? Hi David, We fulfilled your order from our store ToolsMart.pk 13 days ago and would love to get your feedback. What do you think about Wadfow 7 Pcs Body And Fender Hammer Set WHZ1D07 ? Rat",TM25493|WHZ1D07,0,feedback_requested,no,"Imported by Gmail MCP; reason=supplier_order_signal; hits=toolsmart,toolsmart.pk,feedback,order,review"
email,19e3fbe04164503a,2026-05-19T10:17:56Z,supplier_communication,receipt_payment,Daraz,Delivery of your Order 243331393680938,"Your parcel(s) have been delivered! --> Your parcel(s) have been delivered! Dear pridmoredave, We are excited to inform you that your Order 243331393680938 has been successfully delivered. As we'd love to hear your thoughts on your new purchase, please do take",243331393680938,946,payment_or_receipt_signal,yes,"Imported by Gmail MCP; reason=supplier_order_signal; hits=epoxy,daraz,delivered,delivery,invoice,order,paid,payment,review"
email,19e4451ad2f34fdc,2026-05-20T07:37:42Z,supplier_communication,post_purchase_feedback,Daraz,Thank You for Choosing Daraz 🛍️ How Was Your Experience? 😊,"96 Dear David Pridmore, Thank you for choosing Daraz as your preferred platform! We would love to hear about your recent shopping experience with Daraz. Share with us what went well or could have been done better in this 2-minute survey.Simply click on the rat",,0,feedback_requested,no,"Imported by Gmail MCP; reason=supplier_order_signal; hits=daraz,feedback"
