channel,message_id,date_utc,category,subcategory,source,subject_or_ref,product_or_topic,part_number_or_code,amount_pkr,status,action_required,notes
email,19fc58738844d6a4,2026-08-03T02:50:00Z,project_update,order_quote_tracking,Medium Daily Digest,How to start writing (like it’s easy) | Rita Kind-Envy in UX Collective,Stories for Pridmoredave @pridmoredave (https://medium.com/@pridmoredave?source=email-623e23a7d13f-1785710225589-digest.reader-------------------------23399847_a5a7_4bde_8036_4d121ee9f093) ·Become a member (https://medium.com/plans?source=email-623e23a7d13f-17,1785710225589|1785710226|EMAIL-623E23A7D13F-1785710225589-DIGEST|READER-138ADF9C44C-E6C344CDB142----0-102------------------|READER-83A207239C74-2249EA9100E6----1-102------------------|READER-5517FD7B58A6-D2E8C0DA85F0----2-102------------------|READER-3FE99B2ACC4-80BDEF0C62F6----3-109------------------|READER--12FE785F124F----4-73------------------|READER-83A207239C74-EE5E7E6B5B17----5-73------------------|READER--FF039E977915----6-73------------------|JSHEN9889|READER-ECA1BA5AE1CA-A6AC186B2B64----7-102------------------,0,order_or_project_signal,yes,"Imported by Gmail MCP; reason=project_order_signal; hits=harness,paint"
email,19fc7b681ff670fc,2026-08-03T13:00:52Z,project_update,order_quote_tracking,Cruiser Corps,HEI Distributors & Spark Plugs are back!,"https://cruisercorps.com/ https://cruisercorps.com/collections/engine HEI Distributors & Spark Plugs are Back! This internal high dwell distributor provides longer spark duration for a crisper, smoother running engine. Along with more horsepower and torque, ad",PERFORMANCE-HEI-DISTRIBUTOR-FOR-F-AND-2F-ENGINES|HEI-PERFORMANCE-SPARK-PLUG-WIRES-F-AND-2F-6-CYLINDER|HASSLE-FREE-30-DAY-RETURNS,0,order_or_project_signal,yes,Imported by Gmail MCP; reason=project_order_signal; hits=fj40
email,19fcbb4d859369d8,2026-08-04T07:37:32Z,supplier_communication,post_purchase_feedback,Daraz,Thank You for Choosing Daraz 🛍️ How Was Your Experience? 😊,"96 Dear David Pridmore, Thank you for choosing Daraz as your preferred platform! We would love to hear about your recent shopping experience with Daraz. Share with us what went well or could have been done better in this 2-minute survey.Simply click on the rat",,0,feedback_requested,no,"Imported by Gmail MCP; reason=supplier_order_signal; hits=daraz,feedback"
email,19fcc01785340afa,2026-08-04T09:01:13Z,product,order_quote_tracking,Autohub,"Liqui Moly Top Tec 1200 G..., Liqui Moly ATF III (1 Liter) and more items you might like from Autohub Pakistan","Welcome to Autohub.pk ( Your Car's Pitstop) 100% Genuine, Free Shipping, COD (Ph# 0320-2886482) Sender: Autohub Pakistan Dear [firstname,default=""dear customer""], We picked following featured items according to your previous purchasing & interest. Dear David, ",QYWDA1CKVKVMAEIUSAK0QLQWG6XM64VISOTFDB792LVL7SQSJCZFBUNQKXR8-AS2F8ISLSQ5BEADKGEY2BMXUXPLPUD3KTJYZ-TWTT3G9S-|APCV0OQ-PWNHNAYQMDZPRW|WSAWDITOZGRF4XZN7LFKLFWUJJTMFDJ-|VA5F-|EIU07TOUTG|CNAI-LG1X3RKUOAQBKFL5Q|UZZ9UNSVCJFXLU8QSRX-|ITKMXN8OSQQ5D9WMXVZQOG|ZEQZJUMSKTPSKWKBAAHOMJHI-WB0IIMRJG8ST1J6YFYXLPXB7BS82BT6SYT1I8-|FVZAEHB5MF2J9J0PTQY7NW|LDLYM-MXCUIF2MPP8GU6XLQ9SHLE-XRWYH49F-SKLHB5MHJXPF5ZRWT3YBCTFF9T5IRHB1JEW9DG2NIGCF-|PMS9SFNHNN78SQVQFW,0,order_or_project_signal,yes,Imported by Gmail MCP; reason=supplier_order_signal; hits=autohub
email,19fccb5f6ef89c8c,2026-08-04T11:22:21Z,product,order_quote_tracking,Powerhouse,Just landed and your Upto 55% OFF is about to leave :),New smart-home & lighting arrivals. Your Special_55 reward won’t last long. ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ,,45360,order_or_project_signal,yes,Imported by Gmail MCP; reason=supplier_order_signal; hits=powerhouse
email,19fccf7f1139ee2e,2026-08-04T13:30:14Z,project_update,order_quote_tracking,Cruiser Corps,HEI Distributors & Spark Plugs are back!,"https://cruisercorps.com/ https://cruisercorps.com/collections/engine HEI Distributors & Spark Plugs are Back! This internal high dwell distributor provides longer spark duration for a c= risper, smoother running engine. Along with more horsepower and torque, ",AND-2F-ENGINES|TRIBUTOR-FOR-F-AND-2F-ENGINES|PERFORMANCE-SPARK-PLUG-WIRES-F-AND-2F-6-CYLINDER|RK-PLUG-WIRES-F-AND-2F-6-CYLINDER|HASSLE-FREE-30-DAY-RETURNS|KW7HX7N073SKRY1B6,0,order_or_project_signal,yes,Imported by Gmail MCP; reason=project_order_signal; hits=fj40
email,19fd247aaed77eb1,2026-08-05T14:15:28Z,project_update,order_quote_tracking,Cruiser Corps,Check out our Brake Boosters!,"https://cruisercorps.com/ https://cruisercorps.com/collections/brakes Check Out Our Brake Boosters! Find the perfect replacement=C2=A0for your FJ40, BJ40, FJ45, FJ55, FJ60, FJ= 80, FZJ80 or LX450!=C2=A0Each Brake Booster is built OE style with the chec= k valv",LX450|BRAKE-BOOSTER-93-97|HASSLE-FREE-30-DAY-RETURNS|KW7HX7N073SKRY1B6,0,order_or_project_signal,yes,"Imported by Gmail MCP; reason=project_order_signal; hits=brake,fj40,land cruiser,toyota"
email,19fd4a9346ae8495,2026-08-06T01:21:25Z,project_update,post_purchase_feedback,GARI PARTS,"⭐️ David, what did you think about TOYOTA LAND CRUISER FJ 40,FJ80 BRAKE SHOE REAR MK YELLOW ASBESTOR K-2221-N/Y","We'd love your thoughts on your recent order O#1715 Let us know what you think Hi David, We hope you are enjoying your TOYOTA LAND CRUISER FJ 40,FJ80 BRAKE SHOE REAR MK YELLOW ASBESTOR K-2221-N/Y from GARI PARTS . If you have had a chance to use it, we would l",,0,feedback_requested,no,"Imported by Gmail MCP; reason=project_order_signal; hits=brake,land cruiser,toyota,feedback,order,review"
email,19fd729a59d98d59,2026-08-06T13:00:53Z,project_update,order_quote_tracking,Cruiser Corps,Check out our Brake Boosters!,"https://cruisercorps.com/ https://cruisercorps.com/collections/brakes Check Out Our Brake Boosters! Find the perfect replacement=C2=A0for your FJ40, BJ40, FJ45, FJ55, FJ60, FJ= 80, FZJ80 or LX450!=C2=A0Each Brake Booster is built OE style with the chec= k valv",LX450|BRAKE-BOOSTER-93-97|HASSLE-FREE-30-DAY-RETURNS|KW7HX7N073SKRY1B6|PM0F4VM3KM41Z,0,order_or_project_signal,yes,"Imported by Gmail MCP; reason=project_order_signal; hits=brake,fj40,land cruiser,toyota"
email,19fd73e45e1794e0,2026-08-06T13:23:28Z,supplier_communication,receipt_payment,Daraz,Delivery of your Order 246057471280938,"Your parcel(s) have been delivered! --> Your parcel(s) have been delivered! Dear pridmoredave, We are excited to inform you that your Order 246057471280938 has been successfully delivered. As we'd love to hear your thoughts on your new purchase, please do take",246057471280938|DEG-009,1646,payment_or_receipt_signal,yes,"Imported by Gmail MCP; reason=supplier_order_signal; hits=daraz,delivered,delivery,invoice,order,paid,payment,review"
email,19fe0d26737a53ca,2026-08-08T10:01:51Z,supplier_communication,receipt_payment,Daraz,Delivery of your Order 246057471480938,"Your parcel(s) have been delivered! --> Your parcel(s) have been delivered! Dear pridmoredave, We are excited to inform you that your Order 246057471480938 has been successfully delivered. As we'd love to hear your thoughts on your new purchase, please do take",246057471480938,4569,payment_or_receipt_signal,yes,"Imported by Gmail MCP; reason=supplier_order_signal; hits=ac,daraz,delivered,delivery,invoice,order,paid,payment,review"
email,19fe1c16a895e03d,2026-08-08T14:22:55Z,project_update,shipment_update,digilog.pk,Order #255656,Thank you for your purchase! digilog.pk Order #255656 ---------------------------- Thank you for your purchase! ---------------------------- We're getting your order ready to be shipped. We will notify you when it has been sent. View your order ( https://digil,AC29-24ED8C3056E8|MX1508,5340,shipment_tracking_signal,yes,"Imported by Gmail MCP; reason=project_order_signal; hits=battery,chassis,order,paid,payment,shipped"
email,19febaa7b2099a45,2026-08-10T12:34:04Z,project_update,shipment_update,digilog.pk,Order #255904,Thank you for your purchase! digilog.pk Order #255904 ---------------------------- Thank you for your purchase! ---------------------------- We're getting your order ready to be shipped. We will notify you when it has been sent. View your order ( https://digil,,4905,shipment_tracking_signal,yes,"Imported by Gmail MCP; reason=project_order_signal; hits=fuse,order,paid,payment,shipped"
email,19fec453384a4904,2026-08-10T15:23:05Z,project_update,order_quote_tracking,Statista | Daily Data,U.S. Munitions Inventories Are Running Low,Also: Iran War Drives Depletion Far Ahead of Ukraine Aid Statista - Empowering people with data ( https://clicks.statista.com/f/a/THNGwUkO6_0f28xEK6JCEw~~/AAAHahA~/s2nLl4O6-ikIzWc6DnLek3ZC0wxKU1BmxakARb4-lkduxa2vzFgGcCnXAiKape5yL47O-Mj7LZaPl5xrX2LXKOnjFpk3u0K1,IKIZWC6DNLEK3ZC0WXKU1BMXAKARB4-LKDUXA2VZFGGCCNXAIKAPE5YL47O-MJ7LZAPL5XRX2LXKONJFPK3U0K1UAAGVQ1-AA0OTX6DEB419GGM-|KRLCPH5-TSSV0NYQA2FY2W|CVYU53QKVNA0ZHS8JUVHCQ|HCYJTOJV6OQ|RBQNZK4VEAK6Y31TFT8IYH24KAD5G|SZOYWRV3ZSXNZQF4PQDOBQ|MKWMOWEYORN1FHYY55SNAVA-TZ280QW|BPW9ECBXAO4EG8SOJHCBDA|XMUL7ZBO6INR71FEQ25PTF3X4E2OM7CSP9HXDGDS82ZG7EFL9AHWK9B9IQO46ITHJJTBFDLZLMMLZODEEUZSPMEYSKIVNRDGGCA9MADMVEATW|FJE4OBZB6Y71LGIJ7C8EDQ|IS1RGQBPQ7CFXCKGFUGAZIJWFAYEDOAQQZSVGQFJMPEJ1K237NOAUPWKTRNYKTH9GTI6OVYGD8GK79YP23BCBGZA-QB8TD81TNRN1BZSETZ793HXUHLUTIYZ2NBPSFCKZR46N64TS75FMBUALEDGTJL7VNTYJCXT7E0F0DQBP59AAQNR91Q-EPGZ0KXIORE2NIFK33G|CGR7CQU7NCPVQKL59HOEKA,0,order_or_project_signal,yes,Imported by Gmail MCP; reason=project_order_signal; hits=suspension
email,19ff1391b1a4a17f,2026-08-11T14:27:58Z,project_update,post_purchase_feedback,digilog.pk,"Hi David, share your thoughts about Aspor A300 10000mah Li-polymer Battery 4 In1 Power Bank","Trouble viewing email? Hi David, We fulfilled your order from our store digilog.pk 1 days ago and would love to get your feedback. What do you think about Aspor A300 10000mah Li-polymer Battery 4 In1 Power Bank ? Rating ★★★ ★★ ★★ ★★ ★★ ★ ★★ ★ Review Title Revi",MX1508,0,feedback_requested,no,"Imported by Gmail MCP; reason=project_order_signal; hits=battery,chassis,feedback,order,review"
email,19ff513e281cb5ca,2026-08-12T08:25:47Z,supplier_communication,receipt_payment,Daraz,Delivery of your Order 246057471780938,"Your parcel(s) have been delivered! --> Your parcel(s) have been delivered! Dear pridmoredave, We are excited to inform you that your Order 246057471780938 has been successfully delivered. As we'd love to hear your thoughts on your new purchase, please do take",246057471780938,4807,payment_or_receipt_signal,yes,"Imported by Gmail MCP; reason=supplier_order_signal; hits=paint,primer,welding,daraz,delivered,delivery,invoice,order,paid,payment,review"
email,19ffa0d13ed61c8b,2026-08-13T07:36:26Z,supplier_communication,post_purchase_feedback,Daraz,Thank You for Choosing Daraz 🛍️ How Was Your Experience? 😊,"96 Dear David Pridmore, Thank you for choosing Daraz as your preferred platform! We would love to hear about your recent shopping experience with Daraz. Share with us what went well or could have been done better in this 2-minute survey.Simply click on the rat",,0,feedback_requested,no,"Imported by Gmail MCP; reason=supplier_order_signal; hits=daraz,feedback"
email,19ffb26ab2a7ab50,2026-08-13T12:44:02Z,project_update,post_purchase_feedback,digilog.pk,"Hi David, share your thoughts about Lahore Only Acrylic Sheet (12IN x 16IN) 3mm Thickness | Multi-Purpose Acrylic Panel - Digilog.pk","Trouble viewing email? Hi David, We fulfilled your order from our store digilog.pk 1 days ago and would love to get your feedback. What do you think about Lahore Only Acrylic Sheet (12IN x 16IN) 3mm Thickness | Multi-Purpose Acrylic Panel - Digilog.pk ? Rating",,0,feedback_requested,no,"Imported by Gmail MCP; reason=project_order_signal; hits=fuse,feedback,order,review"
email,19ffb8c334aefde7,2026-08-13T14:34:56Z,project_update,post_purchase_feedback,digilog.pk,"Hi David, share your thoughts about Orignal Imported 2wd Smart Robot Car Chassis Kit","Trouble viewing email? Hi David, We fulfilled your order from our store digilog.pk 3 days ago and would love to get your feedback. What do you think about Orignal Imported 2wd Smart Robot Car Chassis Kit ? Rating ★★★ ★★ ★★ ★★ ★★ ★ ★★ ★ Review Title Review Trou",MX1508,0,feedback_requested,no,"Imported by Gmail MCP; reason=project_order_signal; hits=battery,chassis,feedback,order,review"
email,19ffd2adf4cc6e98,2026-08-13T21:48:35Z,product,order_quote_tracking,Powerhouse,David Azaadi Sale is LIVE — up to 70% OFF Storewide!!,The sale runs till 31st August - Get it before it ends! ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ,REF-001|KM-1291|AG-6133SS,16080,order_or_project_signal,yes,Imported by Gmail MCP; reason=supplier_order_signal; hits=powerhouse
email,1a000c02dae9f863,2026-08-14T14:49:47Z,product,order_quote_tracking,Aliexpress,How Temu Exploded Onto the International E-Commerce Scene,"Also: Europeans More Into Temu, Shein & AliExpress Statista - Empowering people with data ( https://clicks.statista.com/f/a/6Qw2DWDffN4F-u0ZA2SL1g~~/AAAHahA~/d4UJM-XWuXTU9Gz1U0ENabq4vNvyEhUBcMV8kKaGrWfCaQNt-_vSyMNX56Sq-nBzQC0tocJKp7q3-xIE3CrOj4L1Zrk3iQ7LWmH0nw",XWUXTU9GZ1U0ENABQ4VNVYEHUBCMV8KKAGRWFCAQNT-|NBZQC0TOCJKP7Q3-|PPMZMQPKVRJSF2D6XVHZFA|AC2PDCFCCCDKWYFFMWULJDDFYRGYAWLTF5SKT0MOCFBLVWD8GNZL7O5VSK-|LDSCBSW4YZ-EFJJID9EEZGAASNMSZNPFMBAQYI3EYH-H7BFFPOAZNAHZJDESPIZIQEWTLT18XMNVGHX8J32KPEI1GECMJWQOEIHDELZ46UBW91OVPOHMN67FEQM0VRUGD5-IDUK0QVHHLPLTZZGPJA|JBYJ7ZXWTP2QDGWOZIKHJX5VX8APT-|CAIFZCGTED-BK7MGPI7VNQ|OXYJGJXOQH9I4JORYNOOH-|OZSJDURWUT7LYFAFNNLBEG-ERUYCSV110LQ7NQFI09IJMUOM7PPW|KFW5UDJDHXDPRMRNVLO9MRL2EORYMS3WI5BMFKHXAQFK52Q7E-9LGFIA|XGOTW-JJU2EBOJEVG|HH1M6JGXWXQK0BMI8Q2WPQ,0,order_or_project_signal,yes,Imported by Gmail MCP; reason=supplier_order_signal; hits=aliexpress
email,1a000e3b740bf9c1,2026-08-14T15:28:38Z,project_update,shipment_update,Pakistan Power Tool,Order 2614 confirmed,Thank you for your order! ***************************************************************** Pakistan Power Tool ( https://www.pakistanpowertool.com?syclid=2a10d25f-eb92-40ea-b148-731996486e89 ) ***************************************************************** ,EB92-40EA-B148-731996486E89|EA1950FD-862F-49FD-9DE1-8F9235B24302,5300,shipment_tracking_signal,yes,"Imported by Gmail MCP; reason=project_order_signal; hits=rubber,confirmed,delivery,order,paid,payment,shipped"
email,1a000f0036348d82,2026-08-14T15:42:03Z,project_update,shipment_update,David Pridmore,Re: Order 2614 confirmed,"Hi, Just to mention that this is Phase 5 DHA. Please provide payment details (bank/jazzcash etc) Thanks David On Fri, Aug 14, 2026 at 8:28 PM Pakistan Power Tool < store+66317549789@t.shopifyemail.com> wrote: > Pakistan Power Tool > <https://www.pakistanpowert",AAB89W1OC8DPAXRKNSWHYSIO5O3RDJ7WQ-O8A2WKMSBK2SXR19PKAE9GBLDYBBNVSTQQEB7HPR4XRADCIHSUGK-|TDQU6KBJCTPJ1QHQQWUXR5BGFDHMZO7OO79K2WZV0OVYUG2VDTFVSMVE73570M6ABCWRH7YKEKZDE-KDVXHJPX6VM7PV6UIEMJMQMKWIQRQWHR8Y4CGNZ7P-J1WTY5YNKMFIY8EGDB83PMIOWSDDYFWVRYAKOTTVSLPEWABG2DXQTF-|UNEMYAWJMXFAPYJIJS4BWBCBKPDTXYA88-|ILILBB0BYZR0IPQWSLGLIESVIMWOFX79S9M9UVCIBRIIADN-|COUMI5VXGRZKNSPRCC5LKFBPZWD6UAWIC4EI8A4SOZDDUC9AEJZC3ABBJ4TG4K9NSIQOAMJ-|ZCDE6RWRUWU4FJSIR541VIJ-GQHYNM9A4GGVOAPOEMJZFSV421MZW4JI|FMETCRZ-VHGQXUVCKNVZB5JPHXQO3-,5300,shipment_tracking_signal,yes,"Imported by Gmail MCP; reason=project_order_signal; hits=rubber,confirmed,delivery,order,paid,payment,shipped"
email,1a0010f019251f48,2026-08-14T16:15:32Z,product,order_quote_tracking,Powerhouse,Standard Chartered: Transaction Alert,"Alerts CASA Dear Client, Alerts August 14 2026, 09:15 PM Your Standard Chartered Debit Card no. 52903xxxxxxxx8509 has been used to make the following transaction : Amount : PKR 3,936.44 Date : 15-08-26 at : POWERHOUSE EXPRESS. Don't miss out on the latest Stan",,3936,order_or_project_signal,yes,Imported by Gmail MCP; reason=supplier_order_signal; hits=powerhouse
email,1a0010ece0289a51,2026-08-14T16:15:42Z,supplier_communication,shipment_update,Powerhouse,Order #27875 confirmed,Thank you for your order! Powerhouse Express Order #27875 ------------------------- Thank you for your order! ------------------------- We're getting your order ready to be shipped. We will notify you when it has been sent. View your order ( https://powerhouse,TACSD0125|TMT636002|WHF3108|WHB1H18,3798,shipment_tracking_signal,yes,"Imported by Gmail MCP; reason=supplier_order_signal; hits=powerhouse,confirmed,delivery,order,payment,shipped"
email,1a0018967baa4945,2026-08-14T18:23:52Z,product,order_quote_tracking,Powerhouse,Window Shopping Se Aage Badhein?,"Browsing aap ne ki, homework hum ne ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ",CMS-308|KM-6330|REF-001|AG-4060,5960,order_or_project_signal,yes,Imported by Gmail MCP; reason=supplier_order_signal; hits=powerhouse
