component_group,specific_component,photo_count,video_count,date_range,stage_counts,example_files,model_groups,model_part_count,model_part_examples,model_confidence_mix,digital_twin_readiness,measurement_priority,job_status,job_action,reconciliation_status
chassis_underside,front_frame_horns_bumper_and_steering_area,14,0,2026-05-01 to 2026-05-12,chassis_fixing:13|steering_brakes_suspension:1,20260501_193841_gp_ZwpHFiMA.jpg|20260501_193847_gp_uHWO7Bdw.jpg|20260501_193856_gp_M78kWBlQ.jpg|20260501_193904_gp_GgWYRulA.jpg|20260501_193915_gp_lII00tCA.jpg|20260501_193924_gp_KK717O7g.jpg|20260501_193935_gp_FPwZZHZA.jpg|20260501_193944_gp_smzZc4nw.jpg,chassis,12,right_hand_drive_steering_box|steering_box_right_frame_mount_plate|front_bumper|front_bumper_swept_main_face|front_left_tow_ring|front_right_tow_ring|left_frame_rail|left_front_bumper_stay_bolt_1,L4 service-reference detail:4|L0 envelope:2|L4 gallery-shaped surface:2|L1 visible-detail primitive:2|L2 service datum:1|L2 bracket reference:1,represented_needs_measurement_refinement,P1,,,
electrical_system,firewall_and_dash_wiring,10,0,2026-03-20,electrical_rework:10,20260320_191834.jpg|20260320_191837_gp_tmpBN7rA.jpg|20260320_191846.jpg|20260320_191848_gp_1zuoDRhw.jpg|20260320_192143.jpg|20260320_192145_gp_VGtn7lYA.jpg|20260320_192148.jpg|20260320_192151_gp_1q5neNiA.jpg,body|engine_bay|interior,12,firewall|brake_booster_firewall_bracket|clutch_hydraulic_line_firewall_run|rhd_firewall_pedal_box_outer_plate|steering_column_lower_firewall_shaft|dash_ammeter_chrome_bezel|dash_ammeter_dark_face|dash_fuel_chrome_bezel,L4 online-reference detail:6|L2 service datum:2|L2 routing reference:2|L0 envelope:1|L2 visible-detail primitive:1,represented_needs_measurement_refinement,P1,,,
chassis_underside,rear_mid_frame_rail_and_hard_line_detail,9,0,2026-05-01,chassis_fixing:9,20260501_194026_gp_gjPjhxdA.jpg|20260501_194041_gp_6zRIFJUw.jpg|20260501_194056_gp_p1erpz8w.jpg|20260501_194101_gp_3xKjQSsQ.jpg|20260501_194106_gp_e4CETkdg.jpg|20260501_194137_gp_S1qvWECw.jpg|20260501_194144_gp_P5PojIhw.jpg|20260501_194151_gp_NqgqjDEQ.jpg,brake_system|chassis|fuel_system,12,front_hard_line_right_frame_run|rear_hard_line_right_frame_run|left_frame_rail|right_frame_rail|right_hand_drive_steering_box|steering_box_right_frame_mount_plate|fuel_line_frame_run|rear_axle_brake_line,L2 bracket reference:5|L2 routing reference:4|L0 envelope:2|L2 service datum:1,represented_needs_measurement_refinement,P1,,,
engine_bay,engine_radiator_condition_closeups,8,0,2026-05-29,mechanical_baseline:8,20260529_230003_gp_rliSbRjA.jpg|20260529_230009_gp_BLX8dSWA.jpg|20260529_230017_gp_L23OD4nw.jpg|20260529_230022_gp_BLo8HLwg.jpg|20260529_230035_gp_5oB8otKw.jpg|20260529_230040_gp_B5P2K9FA.jpg|20260529_230044_gp_I9psm6Dw.jpg|20260529_230050_gp_ZqjySFHg.jpg,engine_bay,12,radiator|radiator_bottom_tank|radiator_cap|radiator_top_tank|upper_radiator_hose|air_filter|alternator_body|battery_case,L2 visible-detail primitive:4|L2 service datum:4|L0 envelope:3|L1 visible-detail primitive:1,represented_needs_measurement_refinement,P1,,,
chassis_underside,front_frame_horns_bumper_and_radiator_support,7,0,2026-04-22 to 2026-05-12,underside_inspection:6|chassis_fixing:1,20260422_004423_gp_B1N5ThVw.jpg|20260422_004423_gp_B1N5ThVw_2.jpg|20260422_004429_gp_4emWbTrA.jpg|20260422_004429_gp_4emWbTrA_2.jpg|20260422_004436_gp_yjCPMWTg.jpg|20260422_004436_gp_yjCPMWTg_2.jpg|20260512_073303_gp_hNyAiN1g.jpg,chassis,12,front_bumper|front_bumper_swept_main_face|front_left_tow_ring|front_right_tow_ring|left_frame_rail|left_front_bumper_stay_bolt_1|left_front_bumper_stay_bolt_2|left_front_bumper_stay_inner_plate,L4 service-reference detail:4|L0 envelope:2|L4 gallery-shaped surface:2|L1 visible-detail primitive:2|L2 bracket reference:2,represented_needs_measurement_refinement,P1,,,
engine_bay,brake_booster_servo_removed_sample,7,0,2026-05-29,brake_system:7,20260529_021217_gp_YAKcHCyQ.jpg|20260529_021225_gp_AzCLYJgQ.jpg|20260529_021239_gp_RiMXwHXA.jpg|20260529_021243_gp_utTmUzJw.jpg|20260529_030646_gp_SAs7gfRg.jpg|20260529_030653_gp_7dCQk4QA.jpg|20260529_030700_gp_8qu2Rliw.jpg,engine_bay,12,brake_booster|brake_booster_firewall_bracket|brake_booster_vacuum_hose|brake_master_reservoir|brake_master_reservoir_cap|master_cylinder|air_filter|alternator_body,L2 service datum:7|L2 visible-detail primitive:2|L0 envelope:2|L2 routing reference:1,represented_needs_measurement_refinement,P1,,,
engine_bay,replacement_pipe_hose_sample_sorting,7,0,2026-05-02,mechanical_baseline:7,20260502_005740_gp_Qiat03EQ.jpg|20260502_160754_gp_Zd9UeENg.jpg|20260502_160855_gp_w3sghS8Q.jpg|20260502_160929_gp_exms2QzQ.jpg|20260502_160950_gp_5KW8RnDQ.jpg|20260502_161055_gp_lS8VRrWg.jpg|20260502_161214_gp_zc3zwXlg.jpg,engine_bay,12,brake_booster_vacuum_hose|exhaust_downpipe_reference|upper_radiator_hose|air_filter|alternator_body|battery_case|battery_negative_terminal|battery_positive_terminal,L2 service datum:6|L1 visible-detail primitive:2|L0 envelope:2|L2 routing reference:1|L2 visible-detail primitive:1,represented_needs_measurement_refinement,P1,,,
interior_cabin,floor_pan_and_firewall,7,0,2026-03-21,stripdown_cataloguing:7,20260321_235436.jpg|20260321_235439_gp_K6PYqo5A.jpg|20260321_235441.jpg|20260321_235441_exported_1774186863455.jpg|20260321_235444_gp_wQoX9Mug.jpg|20260321_235444_gp_zOybRRYA.jpg|20260321_235605.jpg,body|interior,12,floor_pan|dashboard_glovebox_door|driver_side_floor_dimmer_switch|left_front_floor_mat|rear_floor_mat|rhd_pedal_box_reinforcement|right_front_floor_mat|steering_column_firewall_boot,L2 visible-detail primitive:6|L2 panel rib reference:3|L0 envelope:2|L2 service datum:1,represented_needs_measurement_refinement,P1,,,
engine_bay,front_support_radiator_measurement_set,6,0,2026-05-12,chassis_fixing:6,20260512_205417_gp_CzJNQsiA.jpg|20260512_205434_gp_QnE3tLvQ.jpg|20260512_212929_gp_pnlr6x5w.jpg|20260512_212947_gp_AdvWGolg.jpg|20260512_213008_gp_1U5vulZw.jpg|20260512_213027_gp_9Cy950Kw.jpg,brake_system|engine_bay,12,radiator|radiator_bottom_tank|radiator_cap|radiator_top_tank|upper_radiator_hose|front_left_vented_disc_rotor|front_right_vented_disc_rotor|air_filter,L2 visible-detail primitive:4|L2 service datum:3|L0 envelope:2|project-photo evidence:2|L1 visible-detail primitive:1,represented_needs_measurement_refinement,P1,,,
engine_bay,front_support_radiator_pickups_context,6,0,2026-05-12 to 2026-05-29,chassis_fixing:6,20260512_073210_gp_zP427O2A.jpg|20260512_100000_user_front_support_radiator_pickups_context.png|20260512_213129_gp_IVnd8hWQ.jpg|20260512_213144_gp_2rlycKHA.jpg|20260512_213214_gp_xZKluAkg.jpg|20260529_214147_gp_4gfuofYQ.jpg,engine_bay,12,radiator|radiator_bottom_tank|radiator_cap|radiator_top_tank|upper_radiator_hose|air_filter|alternator_body|battery_case,L2 visible-detail primitive:4|L2 service datum:4|L0 envelope:3|L1 visible-detail primitive:1,represented_needs_measurement_refinement,P1,,,
engine_bay,cooling_hoses_fan_belt_and_radiator_support,5,0,2026-04-30 to 2026-05-12,mechanical_baseline:3|mechanical_inspection:2,20260430_215957_gp_2iBbUagw.jpg|20260430_220004_gp_C9oYiYmA.jpg|20260512_073314_gp_GyAXZWBg.jpg|20260512_073402_gp_P6yrwLRw.jpg|20260512_073547_gp_SNtwIVyA.jpg,engine_bay,12,cooling_fan_blade_1|cooling_fan_blade_2|cooling_fan_blade_3|cooling_fan_blade_4|cooling_fan_blade_5|cooling_fan_blade_6|cooling_fan_hub|fan_belt_lower_run,L2 visible-detail primitive:11|L0 envelope:1,represented_needs_measurement_refinement,P1,,,
chassis_underside,transmission_crossmember_and_driveline_mounts,4,0,2026-04-22,underside_inspection:4,20260422_004319_gp_Ttqz46Sw.jpg|20260422_004319_gp_Ttqz46Sw_2.jpg|20260422_004338_gp_35uwfApA.jpg|20260422_004338_gp_35uwfApA_2.jpg,chassis,12,transfer_case_crossmember|crossmember_1|crossmember_2|crossmember_3|crossmember_4|crossmember_5|left_crossmember_1_gusset_front|left_crossmember_1_gusset_rear,L2 bracket reference:7|L0 envelope:5,represented_needs_measurement_refinement,P1,,,
electrical_system,cabin_engine_firewall_pass_through_holes,4,0,2026-05-17,electrical_refit:4,20260517_194754_gp_vXLV7rzA.jpg|20260517_194806_gp_eou5ctOQ.jpg|20260517_194841_gp_eXh30voQ.jpg|20260517_194911_gp_jCrFS5PA.jpg,body|engine_bay|interior,12,brake_booster_firewall_bracket|clutch_hydraulic_line_firewall_run|rhd_firewall_pedal_box_outer_plate|steering_column_lower_firewall_shaft|steering_column_firewall_boot|firewall|left_inner_fender|right_inner_fender,L2 service datum:4|L0 envelope:4|L2 routing reference:2|L2 visible-detail primitive:2,represented_needs_measurement_refinement,P1,,,
engine_bay,engine_radiator_sample_measurement,4,0,2026-05-29,mechanical_baseline:4,20260529_205200_gp_8G6ZKKEQ.jpg|20260529_205224_gp_aQYpMUyg.jpg|20260529_205232_gp_eHbRrOaw.jpg|20260529_205240_gp_C2r8CMBQ.jpg,engine_bay,12,radiator|radiator_bottom_tank|radiator_cap|radiator_top_tank|upper_radiator_hose|air_filter|alternator_body|battery_case,L2 visible-detail primitive:4|L2 service datum:4|L0 envelope:3|L1 visible-detail primitive:1,represented_needs_measurement_refinement,P1,,,
engine_bay,existing_battery_mount_tray_measurements,4,0,2026-05-17,fabrication_measurement:4,20260517_194431_gp_4XVycxAg.jpg|20260517_194439_gp_K63N2nJw.jpg|20260517_194452_gp_ow8njPsw.jpg|20260517_194511_gp_QI0Ua2yQ.jpg,engine_bay,12,battery_tray_reference|battery_case|battery_negative_terminal|battery_positive_terminal|positive_battery_cable_run|air_filter|alternator_body|brake_booster,L2 service datum:6|L0 envelope:2|L2 routing reference:2|L2 visible-detail primitive:2,measurement_photo_available_needs_cad_datum,P1,,,
body_exterior,body_shell_with_doors_removed,3,0,2026-03-23 to 2026-05-17,rust_assessment:2|removed_parts_cataloguing:1,20260323_201950.jpg|20260517_195511_gp_iFvWFVNw.jpg|20260517_195628_gp_Wog59oFg.jpg,body,12,left_door_hinge_pin_cap_1|left_door_hinge_pin_cap_2|left_door_hinge_pin_cap_3|left_door_hinge_pin_cap_4|left_door_open_reference|right_door_hinge_pin_cap_1|right_door_hinge_pin_cap_2|right_door_hinge_pin_cap_3,L3 exterior material reference:8|L0 envelope:2|visual only:1|L2 panel rib reference:1,represented_needs_measurement_refinement,P1,,,
body_exterior,panel_detail_and_markings,3,1,2026-03-29,baseline_walkaround:3,20260329_051759_gp_xEzrDYhQ.jpg|20260329_051805_gp_oRw8XV8Q.jpg|20260329_095150_gp_3O2NOXyw.mp4,body,12,grille_panel|hood_rear_cowl_gap_shadow|left_door_hinge_pin_cap_1|left_door_hinge_pin_cap_2|left_door_hinge_pin_cap_3|left_door_hinge_pin_cap_4|left_door_outer_skin_lower_pressing|left_door_outer_skin_upper_pressing,L3 exterior material reference:9|L0 envelope:2|L2 panel rib reference:1,represented_needs_measurement_refinement,P1,,,
body_exterior,tub_corner_hinge_pin_repair,3,0,2026-05-17,rust_assessment:3,20260517_195108_gp_elCiXzKw.jpg|20260517_195123_gp_LxOfgsPA.jpg|20260517_195241_gp_RzJdcAZg.jpg,body,12,left_door_hinge_pin_cap_1|left_door_hinge_pin_cap_2|left_door_hinge_pin_cap_3|left_door_hinge_pin_cap_4|right_door_hinge_pin_cap_1|right_door_hinge_pin_cap_2|right_door_hinge_pin_cap_3|right_door_hinge_pin_cap_4,L3 exterior material reference:9|L1 visible-detail primitive:2|L0 envelope:1,represented_needs_measurement_refinement,P1,,,
body_floor,floor_seam_and_body_mount_rust,3,0,2026-04-05 to 2026-05-17,rust_assessment:3,20260405_234652.jpg|20260517_195406_gp_req8G3Bg.jpg|20260517_195430_gp_VGGpRFOQ.jpg,body,12,floor_cross_pressing_1|floor_cross_pressing_2|floor_cross_pressing_3|floor_cross_pressing_4|floor_cross_pressing_5|floor_cross_pressing_6|floor_pan|left_front_clip_to_tub_join_line,L2 panel rib reference:6|L4 service-reference detail:3|L0 envelope:1|L4 online-reference detail:1|L3 exterior material reference:1,represented_needs_measurement_refinement,P1,,,
engine_bay,bellhousing_clutch_linkage_and_gearbox_case,3,0,2026-04-30,mechanical_inspection:3,20260430_215915_gp_ycQ395Gg.jpg|20260430_215939_gp_EjZ7u1ow.jpg|20260430_233755_gp_DO69MLAA.jpg,engine_bay,12,battery_case|clutch_hydraulic_line_firewall_run|clutch_master_cylinder|clutch_master_reservoir_cap|air_filter|alternator_body|battery_negative_terminal|battery_positive_terminal,L2 service datum:7|L2 routing reference:2|L0 envelope:2|L2 visible-detail primitive:1,represented_needs_measurement_refinement,P1,,,
interior_cabin,dashboard_switch_and_control_hardware,3,0,2026-04-21,electrical_rework:3,20260421_192813_gp_0jvYAo8g.jpg|20260421_192813_gp_0jvYAo8g_2.jpg|20260421_194401_gp_1dY3fLdw.jpeg,interior,12,dashboard_glovebox_door|dash_switch_knob_1|dash_switch_knob_2|dash_switch_knob_3|dash_switch_knob_4|dash_switch_knob_5|dashboard|dashboard_gauge_1,L2 visible-detail primitive:7|L1 visible-detail primitive:4|L0 envelope:1,represented_needs_measurement_refinement,P1,,,
windows,front_vent_window_assemblies,3,0,2026-05-03 to 2026-05-17,window_refurbishment_intake:2|removed_parts_cataloguing:1,20260503_234035_front_vent_window_assemblies.png|20260517_193803_gp_1KhFjceQ.jpg|20260517_193837_gp_AERCJIrw.jpg,body,12,left_cowl_vent_screw_front|left_cowl_vent_screw_rear|left_cowl_vent_slot|left_door_window_bottom_frame|left_door_window_front_vertical_frame|left_door_window_glass|left_door_window_rear_vertical_frame|left_door_window_top_frame,L3 exterior material reference:9|L2 visible-detail primitive:2|L0 envelope:1,represented_needs_measurement_refinement,P1,planned_separate_service,"Treat as a windows-workstream sub-job: tag LH/RH assemblies, disassemble only enough to protect glass, clean/rust-treat/refinish metal channels and tabs, service pivots/latches/sliders, assess seals and glass, then bench water-test before refit",direct_photo_evidence
body_exterior,exterior_badge_or_emblem_detail,2,0,2026-03-29,baseline_walkaround:2,20260329_122723.jpg|20260329_122723_gp_aRwFMcGg.jpg,body,12,left_diesel_badge|left_door_hinge_pin_cap_1|left_door_hinge_pin_cap_2|left_door_hinge_pin_cap_3|left_door_hinge_pin_cap_4|right_diesel_badge|right_door_hinge_pin_cap_1|right_door_hinge_pin_cap_2,L3 exterior material reference:8|L2 visible-detail primitive:2|L0 envelope:2,represented_needs_measurement_refinement,P1,,,
body_exterior,fuel_filler_side_panel,2,0,2026-03-14,baseline_walkaround:2,20260314_180058.jpg|20260314_180059_gp_x5fsOjjA.jpg,body,12,left_fuel_filler_outer_ring|left_fuel_or_body_plug_reference|right_fuel_filler_outer_ring|right_fuel_or_body_plug_reference|grille_panel|hood_rear_cowl_gap_shadow|left_door_hinge_pin_cap_1|left_door_hinge_pin_cap_2,L3 exterior material reference:8|L2 visible-detail primitive:2|L0 envelope:1|L2 panel rib reference:1,represented_needs_measurement_refinement,P1,,,
body_exterior,hood_and_front_windshield_overview,2,0,2026-03-17,baseline_walkaround:2,20260317_165030.jpg|20260317_165030_gp_j49pTsog.jpg,body,12,hood_center_raised_rib|hood_closed_reference|hood_crowned_closed_skin|hood_front_lip_shadow|hood_front_rolled_lip_surface|hood_left_hinge_axis|hood_left_outer_rib|hood_lock_receiver_plate,L2 panel rib reference:2|L4 gallery-shaped surface:2|L3 exterior material reference:2|L1 visible-detail primitive:2|L4 online-reference detail:2|L0 envelope:1|L4 service-reference detail:1,represented_needs_measurement_refinement,P1,,,
body_exterior,returned_painted_front_panel_headlamp_surround,2,0,2026-05-23,hardware_refinish:2,20260523_223504_gp_F0FomIPA.jpg|20260523_223518_gp_f6ReoLCg.jpg,body,12,grille_panel|hood_rear_cowl_gap_shadow|left_door_hinge_pin_cap_1|left_door_hinge_pin_cap_2|left_door_hinge_pin_cap_3|left_door_hinge_pin_cap_4|left_door_outer_skin_lower_pressing|left_door_outer_skin_upper_pressing,L3 exterior material reference:9|L0 envelope:2|L2 panel rib reference:1,represented_needs_measurement_refinement,P1,,,
body_floor,rear_cargo_floor,2,0,2026-03-23 to 2026-04-13,stripdown_cataloguing:2,20260323_202016.jpg|20260413_040659.jpg,body,12,floor_cross_pressing_1|floor_cross_pressing_2|floor_cross_pressing_3|floor_cross_pressing_4|floor_cross_pressing_5|floor_cross_pressing_6|floor_pan|rear_floor_longitudinal_rib_1,L2 panel rib reference:11|L0 envelope:1,represented_needs_measurement_refinement,P1,,,
chassis_underside,full_chassis_frame_overview,2,0,2026-04-22,underside_inspection:2,20260422_004241_gp_hASLbowg.jpg|20260422_054711_gp_V1EgU9oQ.jpg,chassis,12,left_frame_rail|left_front_frame_horn_side_web|left_front_frame_horn_top_plate|left_rear_frame_horn_side_web|left_rear_frame_horn_top_plate|right_frame_rail|right_front_frame_horn_side_web|right_front_frame_horn_top_plate,L2 bracket reference:9|L0 envelope:2|L2 service datum:1,represented_needs_measurement_refinement,P1,,,
chassis_underside,suspension_bump_stop_removed_samples,2,0,2026-05-29,rubber_recreation_measurement:2,20260529_223605_gp_CklgF0cQ.jpg|20260529_223701_gp_wYPExcAA.jpg,chassis|running_gear,12,left_front_bump_stop|left_rear_bump_stop|right_front_bump_stop|right_rear_bump_stop|cab_body_mount_rubber_puck_1|cab_body_mount_rubber_puck_2|cab_body_mount_rubber_puck_3|cab_body_mount_rubber_puck_4,L4 service-reference detail:8|L2 service datum:4,measurement_photo_available_needs_cad_datum,P1,,,
electrical_system,engine_sender_branch,2,0,2026-05-17,electrical_refit:2,20260517_204615_gp_wsn4bN8g.jpg|20260517_204711_gp_jZ4tm3uQ.jpg,body|engine_bay,12,left_inner_fender|right_inner_fender|air_filter|alternator_body|battery_case|battery_negative_terminal|battery_positive_terminal|battery_tray_reference,L2 service datum:6|L0 envelope:4|L2 visible-detail primitive:1|L2 routing reference:1,represented_needs_measurement_refinement,P1,,,
engine_bay,installed_battery_dimension_reference,2,0,2026-05-17,fabrication_measurement:2,20260517_194303_gp_5yuaRoaA.jpg|20260517_194313_gp_HolDWYeQ.jpg,engine_bay,12,battery_case|battery_negative_terminal|battery_positive_terminal|battery_tray_reference|positive_battery_cable_run|air_filter|alternator_body|brake_booster,L2 service datum:6|L0 envelope:2|L2 routing reference:2|L2 visible-detail primitive:2,measurement_photo_available_needs_cad_datum,P1,,,
interior_cabin,cabin_view_through_glass,2,0,2026-03-29,baseline_walkaround:2,20260329_122855.jpg|20260329_122855_gp_B94NpLbg.jpg,body|interior,12,dashboard_glovebox_door|steering_column_firewall_boot|left_door_window_glass|right_door_window_glass|windshield_glass|windshield_lower_inner_glare_band|windshield_raked_glass_surface|windshield_upper_inner_glare_band,L2 visible-detail primitive:5|L0 envelope:3|L3 exterior material reference:2|L4 gallery-shaped surface:1|L2 service datum:1,represented_needs_measurement_refinement,P1,,,
interior_cabin,front_door_card,2,0,2026-03-17,baseline_walkaround:2,20260317_165203.jpg|20260317_165203_gp_wIZTDFrQ.jpg,body|interior,12,dashboard_glovebox_door|left_beltline_trim_front_door|left_door_handle|left_door_handle_chrome_face|left_door_handle_shadow_gap|left_door_hinge_pin_cap_1|left_door_hinge_pin_cap_2|left_door_hinge_pin_cap_3,L3 exterior material reference:8|L2 visible-detail primitive:2|L0 envelope:1|visual only:1,represented_needs_measurement_refinement,P1,,,
